**                                  bottom                       top
**     x       y     phicB    as_x    as_y     phicT    as_x    as_y     phi_1     v_1     v_2
  3.1667  2.5000     45.00 2.31760 3.54213      0.00 0.00000 0.00000    -89.92 -0.0198  0.0441
  3.1000  2.3000    -45.00 2.91382 3.99403      0.00 0.00000 0.00000     85.22  0.0235 -0.0423
  3.3000  2.5000     45.00 1.97332 3.38265      0.00 0.00000 0.00000    -87.20 -0.0177  0.0450
  3.1000  2.7000     45.00 2.45278 3.43066      0.00 0.00000 0.00000    -86.44 -0.0171  0.0453
  4.5000  2.1667     45.00 2.68216 2.29752      0.00 0.00000 0.00000    -33.09 -0.0109  0.0127
  4.7000  2.1000     45.00 2.81123 2.43189      0.00 0.00000 0.00000    -33.09 -0.0109  0.0127
  4.5000  2.3000     45.00 2.62152 2.16733      0.00 0.00000 0.00000    -31.85 -0.0107  0.0129
  4.3000  2.1000     45.00 2.56067 2.31624      0.00 0.00000 0.00000    -35.92 -0.0115  0.0122
  4.8333  2.5000     45.00 2.55219 2.21846      0.00 0.00000 0.00000    -39.16  0.0198  0.0096
  4.9000  2.3000     45.00 2.35298 2.02432      0.00 0.00000 0.00000    -39.27  0.0197  0.0096
  4.9000  2.7000     45.00 2.54748 2.39512      0.00 0.00000 0.00000    -42.53  0.0192  0.0107
  4.7000  2.5000     45.00 2.72796 2.30502      0.00 0.00000 0.00000    -37.47  0.0200  0.0090
  4.5000  2.8333     45.00 2.44291 2.40046      0.00 0.00000 0.00000    -44.25 -0.0161  0.0122
  4.3000  2.9000     45.00 2.28618 2.23183      0.00 0.00000 0.00000    -44.05 -0.0161  0.0122
  4.5000  2.7000     45.00 2.52001 2.56091      0.00 0.00000 0.00000    -45.74 -0.0165  0.0117
  4.7000  2.9000     45.00 2.58243 2.37779      0.00 0.00000 0.00000    -41.71 -0.0156  0.0129
  4.1667  2.5000     45.00 2.55752 2.47353      0.00 0.00000 0.00000    -42.23  0.0175  0.0075
  4.1000  2.3000     45.00 2.53128 2.27157      0.00 0.00000 0.00000    -35.07  0.0183  0.0053
  4.3000  2.5000     45.00 2.41105 2.40253      0.00 0.00000 0.00000    -44.73  0.0171  0.0083
  4.1000  2.7000     45.00 2.74005 2.67371      0.00 0.00000 0.00000    -42.75  0.0174  0.0077
  5.5000  2.1667     45.00 2.69248 2.09364      0.00 0.00000 0.00000    -35.88 -0.0026  0.0125
  5.7000  2.1000     45.00 2.67554 2.11948      0.00 0.00000 0.00000    -36.51 -0.0028  0.0125
  5.5000  2.3000     45.00 2.66138 2.01414      0.00 0.00000 0.00000    -35.47 -0.0025  0.0125
  5.3000  2.1000     45.00 2.72869 2.18855      0.00 0.00000 0.00000    -36.39 -0.0027  0.0125
  5.8333  2.5000     45.00 2.49110 2.00615    -42.62 0.00000 0.28594    -39.26  0.0184  0.0111
  5.9000  2.3000     45.00 2.30474 1.85570    -45.00 0.06303 0.51208    -39.63  0.0183  0.0112
  5.9000  2.7000     45.00 2.44934 2.11315    -45.00 0.06054 0.39673    -41.19  0.0180  0.0117
  5.7000  2.5000     45.00 2.67140 2.09813    -38.32 0.00000 0.01316    -38.17  0.0186  0.0107
  5.5000  2.8333     45.00 2.57459 2.23106    -42.93 0.00000 0.16383    -41.06 -0.0085  0.0125
  5.3000  2.9000     45.00 2.52273 2.14605    -43.96 0.00000 0.28635    -40.68 -0.0084  0.0126
  5.5000  2.7000     45.00 2.62568 2.34440      0.00 0.00000 0.00000    -41.70 -0.0086  0.0124
  5.7000  2.9000     45.00 2.60452 2.16406    -44.40 0.00000 0.38619    -40.15 -0.0083  0.0127
  5.1667  2.5000     45.00 2.73992 2.29083      0.00 0.00000 0.00000    -38.16  0.0175  0.0067
  5.1000  2.3000     45.00 2.72920 2.12113      0.00 0.00000 0.00000    -35.24  0.0178  0.0058
  5.3000  2.5000     45.00 2.59062 2.21616      0.00 0.00000 0.00000    -39.35  0.0173  0.0071
  5.1000  2.7000     45.00 2.91933 2.47279      0.00 0.00000 0.00000    -38.17  0.0175  0.0067
  6.5000  2.1667     45.00 1.90426 1.58379    -45.00 0.40365 0.72412    -41.05  0.0081  0.0114
  6.7000  2.1000     45.00 1.71752 1.46067    -45.00 0.59615 0.85300    -41.83  0.0080  0.0116
  6.5000  2.3000     45.00 1.92507 1.59106    -45.00 0.45815 0.79216    -41.01  0.0081  0.0114
  6.3000  2.1000     45.00 2.10042 1.74494    -45.00 0.19116 0.54664    -40.59  0.0082  0.0114
  6.8333  2.5000     45.00 1.62690 1.45084    -45.00 1.09535 1.27141    -43.15  0.0186  0.0180
  6.9000  2.3000     45.00 1.42286 1.35190    -45.00 1.22303 1.29399    -44.23  0.0183  0.0183
  6.9000  2.7000     45.00 1.50201 1.44509    -45.00 1.31636 1.37328    -44.42  0.0182  0.0184
  6.7000  2.5000     45.00 1.85802 1.57470    -45.00 0.85355 1.13687    -42.02  0.0190  0.0176
  6.5000  2.8333     45.00 2.10004 1.87684    -45.00 0.93644 1.15964    -42.90  0.0017  0.0107
  6.3000  2.9000     45.00 2.18828 1.92491    -45.00 0.85159 1.11496    -42.52  0.0018  0.0107
  6.5000  2.7000     45.00 2.10047 1.90467    -45.00 0.87013 1.06592    -43.11  0.0017  0.0107
  6.7000  2.9000     45.00 2.00774 1.76730    -45.00 1.07625 1.31669    -42.77  0.0017  0.0107
  6.1667  2.5000     45.00 2.32325 1.96346    -45.00 0.19737 0.55716    -40.94  0.0194  0.0120
  6.1000  2.3000     45.00 2.37353 1.87090    -45.00 0.03672 0.53934    -39.11  0.0198  0.0113
  6.3000  2.5000     45.00 2.12276 1.85647    -45.00 0.40917 0.67546    -42.00  0.0192  0.0123
  6.1000  2.7000     45.00 2.53371 2.12106    -45.00 0.02715 0.43980    -40.42  0.0195  0.0118
  0.5000  3.1667    -45.00 1.76195 4.01729     60.25 0.53254 0.00000     63.83 -0.0042  0.0094
  0.7000  3.1000    -45.00 2.16126 4.22789     60.05 0.27418 0.00000     61.88 -0.0045  0.0093
  0.5000  3.3000    -45.00 1.71262 3.96769     61.04 0.48151 0.00000     64.29 -0.0041  0.0095
  0.3000  3.1000    -45.00 1.53425 3.97680     57.52 0.99550 0.00000     64.15 -0.0041  0.0095
  0.8333  3.5000    -45.00 1.49988 3.12806     57.25 0.51131 0.00000     61.81  0.0209 -0.0165
  0.9000  3.3000    -45.00 1.55458 3.41581     57.93 0.58459 0.00000     62.64  0.0207 -0.0168
  0.9000  3.7000    -45.00 1.22558 2.83045     52.29 0.96234 0.00000     61.52  0.0210 -0.0164
  0.7000  3.5000    -45.00 1.70716 3.23422     59.20 0.22046 0.00000     61.15  0.0211 -0.0163
  0.5000  3.8333    -45.00 1.39662 3.02270     65.02 0.01125 0.00000     65.12 -0.0034  0.0162
  0.3000  3.9000    -45.00 1.02412 2.77673     63.59 0.35356 0.00000     66.78 -0.0029  0.0163
  0.5000  3.7000    -45.00 1.41297 3.05470      0.00 0.00000 0.00000     65.29 -0.0033  0.0162
  0.7000  3.9000    -45.00 1.66191 3.13070      0.00 0.00000 0.00000     64.47 -0.0036  0.0162
  0.1667  3.5000    -45.00 1.59154 3.85662     67.39 0.01460 0.00000     67.48  0.0339 -0.0088
  0.1000  3.3000    -45.00 2.03671 4.38690      0.00 0.00000 0.00000     68.05  0.0338 -0.0091
  0.3000  3.5000    -45.00 1.35942 3.71331     67.31 0.19224 0.00000     68.53  0.0337 -0.0094
  0.1000  3.7000    -45.00 1.34642 3.34513     65.11 0.20449 0.00000     66.66  0.0340 -0.0083
  1.5000  3.1667    -45.00 3.07609 3.06363      0.00 0.00000 0.00000     44.87  0.0156  0.0245
  1.7000  3.1000    -45.00 3.58402 3.43022      0.00 0.00000 0.00000     43.49  0.0150  0.0249
  1.5000  3.3000    -45.00 2.83167 2.70131      0.00 0.00000 0.00000     43.52  0.0150  0.0249
  1.3000  3.1000    -45.00 2.96550 3.33983      0.00 0.00000 0.00000     48.43  0.0171  0.0235
  1.8333  3.5000    -45.00 1.45298 1.40852      0.00 0.00000 0.00000     43.84  0.0044 -0.0528
  1.9000  3.3000    -45.00 0.80154 0.68537     45.00 0.30961 0.42577     42.02  0.0060 -0.0527
  1.9000  3.7000    -45.00 1.45625 1.83196      0.00 0.00000 0.00000     57.04 -0.0078 -0.0524
  1.7000  3.5000    -45.00 1.78186 1.57095      0.00 0.00000 0.00000     39.18  0.0086 -0.0523
  1.5000  3.8333    -45.00 1.35991 1.85328      0.00 0.00000 0.00000     55.80  0.0210  0.0256
  1.3000  3.9000    -45.00 1.17520 1.58294      0.00 0.00000 0.00000     53.49  0.0199  0.0265
  1.5000  3.7000    -45.00 1.50362 2.13000      0.00 0.00000 0.00000     58.65  0.0222  0.0246
  1.7000  3.9000    -45.00 1.38414 1.68531      0.00 0.00000 0.00000     52.53  0.0195  0.0268
  1.1667  3.5000    -45.00 2.69491 3.22448      0.00 0.00000 0.00000     51.47  0.0382 -0.0161
  1.1000  3.3000    -45.00 3.25940 3.59884      0.00 0.00000 0.00000     48.79  0.0389 -0.0143
  1.3000  3.5000    -45.00 2.25640 2.93805      0.00 0.00000 0.00000     54.03  0.0374 -0.0178
  1.1000  3.7000    -45.00 2.73206 3.13517      0.00 0.00000 0.00000     49.95  0.0386 -0.0151
  2.5000  3.1667     45.00 2.21517 1.51869      0.00 0.00000 0.00000    -13.61 -0.0165  0.0289
  2.7000  3.1000     45.00 2.42139 1.93822      0.00 0.00000 0.00000    -25.47 -0.0221  0.0249
  2.5000  3.3000     45.00 1.97483 1.14286      0.00 0.00000 0.00000     -6.69 -0.0129  0.0307
  2.3000  3.1000     45.00 2.27689 1.64941      0.00 0.00000 0.00000    -15.47 -0.0174  0.0284
  2.8333  3.5000     45.00 1.99912 1.69108      0.00 0.00000 0.00000    -31.61 -0.0166 -0.0036
  2.9000  3.3000     45.00 2.27194 1.75262      0.00 0.00000 0.00000    -29.40 -0.0168 -0.0029
  2.9000  3.7000     45.00 2.12707 1.89056      0.00 0.00000 0.00000    -36.23 -0.0163 -0.0049
  2.7000  3.5000     45.00 1.75383 1.51283      0.00 0.00000 0.00000    -29.85 -0.0167 -0.0031
  2.5000  3.8333    -45.00 0.99146 1.06115      0.00 0.00000 0.00000     52.89  0.0288  0.0205
  2.3000  3.9000    -45.00 0.89516 0.85995      0.00 0.00000 0.00000     41.70  0.0243  0.0257
  2.5000  3.7000    -45.00 1.20089 1.41932      0.00 0.00000 0.00000     62.68  0.0319  0.0153
  2.7000  3.9000    -45.00 0.86508 0.72831      0.00 0.00000 0.00000     11.94  0.0083  0.0344
  2.1667  3.5000    -45.00 1.61763 1.30829      0.00 0.00000 0.00000     34.86 -0.0354 -0.0169
  2.1000  3.3000    -45.00 1.14460 0.65690     33.93 0.00000 0.11310     31.04 -0.0342 -0.0192
  2.3000  3.5000    -45.00 1.82140 1.43088      0.00 0.00000 0.00000     33.12 -0.0349 -0.0180
  2.1000  3.7000    -45.00 1.98108 2.02029      0.00 0.00000 0.00000     46.07 -0.0380 -0.0097
  3.5000  3.1667     45.00 2.02321 2.17495      0.00 0.00000 0.00000    -48.53 -0.0211 -0.0042
  3.7000  3.1000     45.00 2.32279 2.47522      0.00 0.00000 0.00000    -48.39 -0.0211 -0.0041
  3.5000  3.3000     45.00 1.90742 2.00456      0.00 0.00000 0.00000    -47.47 -0.0212 -0.0038
  3.3000  3.1000     45.00 1.79510 2.06044      0.00 0.00000 0.00000    -51.27 -0.0209 -0.0052
  3.8333  3.5000     45.00 2.08299 2.17197      0.00 0.00000 0.00000    -46.77 -0.0099  0.0009
  3.9000  3.3000     45.00 2.25182 2.27675      0.00 0.00000 0.00000    -45.46 -0.0099  0.0011
  3.9000  3.7000     45.00 2.07353 2.17291      0.00 0.00000 0.00000    -46.90 -0.0099  0.0009
  3.7000  3.5000     45.00 1.97209 2.08678      0.00 0.00000 0.00000    -47.47 -0.0099  0.0008
  3.5000  3.8333     45.00 1.50599 1.68865      0.00 0.00000 0.00000    -50.05 -0.0101  0.0135
  3.3000  3.9000     45.00 1.48463 1.60880      0.00 0.00000 0.00000    -48.53 -0.0097  0.0138
  3.5000  3.7000     45.00 1.56425 1.81576      0.00 0.00000 0.00000    -52.23 -0.0106  0.0131
  3.7000  3.9000     45.00 1.48725 1.58457      0.00 0.00000 0.00000    -47.49 -0.0095  0.0140
  3.1667  3.5000     45.00 1.50005 1.75355      0.00 0.00000 0.00000    -52.62 -0.0036 -0.0092
  3.1000  3.3000     45.00 1.43482 1.73555      0.00 0.00000 0.00000    -53.52 -0.0035 -0.0092
  3.3000  3.5000     45.00 1.57241 1.78620      0.00 0.00000 0.00000    -51.69 -0.0038 -0.0091
  3.1000  3.7000     45.00 1.45874 1.74809      0.00 0.00000 0.00000    -53.76 -0.0034 -0.0092
  4.5000  3.1667     45.00 2.48129 2.48641      0.00 0.00000 0.00000    -45.08 -0.0163  0.0105
  4.7000  3.1000     45.00 2.63739 2.66727      0.00 0.00000 0.00000    -45.46 -0.0164  0.0104
  4.5000  3.3000     45.00 2.39634 2.32240      0.00 0.00000 0.00000    -43.85 -0.0161  0.0109
  4.3000  3.1000     45.00 2.36190 2.50766      0.00 0.00000 0.00000    -47.43 -0.0167  0.0098
  4.8333  3.5000     45.00 2.40173 2.37167    -44.95 0.00000 0.02575    -44.64  0.0069  0.0071
  4.9000  3.3000     45.00 2.34518 2.31202    -45.00 0.07568 0.10884    -44.61  0.0069  0.0071
  4.9000  3.7000     45.00 2.38232 2.44102    -45.00 0.10453 0.04583    -45.68  0.0067  0.0072
  4.7000  3.5000     45.00 2.46831 2.39726      0.00 0.00000 0.00000    -44.13  0.0069  0.0070
  4.5000  3.8333     45.00 2.05305 2.11709    -45.00 0.09982 0.03578    -45.85 -0.0161  0.0155
  4.3000  3.9000     45.00 1.95609 1.94049    -45.00 0.14165 0.15724    -44.79 -0.0158  0.0158
  4.5000  3.7000     45.00 2.15663 2.31352      0.00 0.00000 0.00000    -47.10 -0.0164  0.0151
  4.7000  3.9000     45.00 2.07037 2.01996    -45.00 0.17718 0.22758    -44.36 -0.0157  0.0159
  4.1667  3.5000     45.00 2.18219 2.28967      0.00 0.00000 0.00000    -46.82  0.0000  0.0089
  4.1000  3.3000     45.00 2.26044 2.33384      0.00 0.00000 0.00000    -46.29  0.0001  0.0089
  4.3000  3.5000     45.00 2.15263 2.28725      0.00 0.00000 0.00000    -47.20 -0.0000  0.0089
  4.1000  3.7000     45.00 2.15578 2.24055      0.00 0.00000 0.00000    -46.45  0.0001  0.0089
  5.5000  3.1667     45.00 2.63541 2.43172    -45.00 0.00904 0.21273    -42.80 -0.0095  0.0125
  5.7000  3.1000     45.00 2.69038 2.52667    -44.29 0.00000 0.09822    -43.24 -0.0096  0.0125
  5.5000  3.3000     45.00 2.57818 2.30978    -45.00 0.10854 0.37694    -42.15 -0.0093  0.0126
  5.3000  3.1000     45.00 2.61094 2.50267      0.00 0.00000 0.00000    -43.79 -0.0097  0.0124
  5.8333  3.5000     45.00 2.47967 2.31417    -45.00 0.74045 0.90595    -43.53  0.0125  0.0110
  5.9000  3.3000     45.00 2.35665 2.21800    -45.00 0.85734 0.99599    -43.76  0.0125  0.0110
  5.9000  3.7000     45.00 2.43390 2.38540    -45.00 0.89032 0.93883    -44.58  0.0123  0.0112
  5.7000  3.5000     45.00 2.61196 2.37762    -45.00 0.56896 0.80330    -42.89  0.0126  0.0109
  5.5000  3.8333     45.00 2.37449 2.31831    -45.00 0.79427 0.85045    -44.49 -0.0127  0.0141
  5.3000  3.9000     45.00 2.29689 2.18622    -45.00 0.84430 0.95497    -43.99 -0.0126  0.0142
  5.5000  3.7000     45.00 2.45178 2.47402    -45.00 0.68227 0.66003    -45.20 -0.0129  0.0139
  5.7000  3.9000     45.00 2.40327 2.23772    -45.00 0.86365 1.02921    -43.55 -0.0125  0.0143
  5.1667  3.5000     45.00 2.52618 2.44010    -45.00 0.06700 0.15308    -44.05  0.0094  0.0094
  5.1000  3.3000     45.00 2.56268 2.37374    -43.50 0.00000 0.05843    -42.84  0.0096  0.0092
  5.3000  3.5000     45.00 2.42768 2.39677    -45.00 0.21237 0.24328    -44.66  0.0093  0.0095
  5.1000  3.7000     45.00 2.61180 2.51311    -44.40 0.00000 0.04480    -43.91  0.0095  0.0093
  6.5000  3.1667     45.00 2.16709 2.00990    -45.00 1.01403 1.17122    -43.59  0.0024  0.0098
  6.7000  3.1000     45.00 2.07418 1.95212    -45.00 1.10001 1.22207    -43.90  0.0024  0.0098
  6.5000  3.3000     45.00 2.17256 1.99318    -45.00 1.07360 1.25299    -43.42  0.0025  0.0098
  6.3000  3.1000     45.00 2.25920 2.11339    -45.00 0.87926 1.02506    -43.67  0.0024  0.0098
  6.8333  3.5000     45.00 1.96516 1.87217    -45.00 1.65196 1.74495    -44.26  0.0161  0.0164
  6.9000  3.3000     45.00 1.78838 1.78552    -45.00 1.76551 1.76837    -44.98  0.0159  0.0166
  6.9000  3.7000     45.00 1.85523 1.87016    -45.00 1.85017 1.83524    -45.12  0.0159  0.0167
  6.7000  3.5000     45.00 2.16724 1.97952    -45.00 1.43635 1.62407    -43.51  0.0163  0.0162
  6.5000  3.8333     45.00 2.28943 2.20342    -45.00 1.56949 1.65550    -44.36 -0.0029  0.0094
  6.3000  3.9000     45.00 2.30552 2.19411    -45.00 1.55869 1.67010    -44.17 -0.0029  0.0094
  6.5000  3.7000     45.00 2.30679 2.25672    -45.00 1.49996 1.55003    -44.62 -0.0030  0.0093
  6.7000  3.9000     45.00 2.26879 2.13305    -45.00 1.65284 1.78858    -44.01 -0.0029  0.0094
  6.1667  3.5000     45.00 2.45560 2.31329    -45.00 0.90318 1.04548    -43.79  0.0151  0.0126
  6.1000  3.3000     45.00 2.51836 2.25818    -45.00 0.74350 1.00368    -42.72  0.0153  0.0123
  6.3000  3.5000     45.00 2.28724 2.22599    -45.00 1.09232 1.15357    -44.48  0.0150  0.0128
  6.1000  3.7000     45.00 2.61726 2.42325    -45.00 0.77451 0.96852    -43.36  0.0152  0.0125
  0.5000  4.1667    -45.00 1.12142 2.14695     56.26 0.31256 0.00000     60.40  0.0005  0.0193
  0.7000  4.1000    -45.00 1.48864 2.42277      0.00 0.00000 0.00000     58.93  0.0000  0.0193
  0.5000  4.3000    -45.00 1.07935 2.06307     54.01 0.41892 0.00000     59.77  0.0003  0.0193
  0.3000  4.1000    -45.00 0.87920 2.08213     51.80 0.75928 0.00000     61.63  0.0009  0.0193
  0.8333  4.5000    -45.00 0.88344 1.44565     49.56 0.34842 0.00000     56.46  0.0176  0.0026
  0.9000  4.3000    -45.00 1.03775 1.72015     56.08 0.11880 0.00000     58.13  0.0177  0.0021
  0.9000  4.7000    -45.00 0.65585 1.16405     45.00 0.67582 0.16763     55.44  0.0176  0.0029
  0.7000  4.5000    -45.00 0.98380 1.51403     49.64 0.30285 0.00000     55.43  0.0176  0.0029
  0.5000  4.8333    -45.00 0.82356 1.22318     45.00 0.57620 0.17658     52.97  0.0114  0.0071
  0.3000  4.9000    -45.00 0.79060 1.15306     45.00 0.62405 0.26159     52.19  0.0113  0.0072
  0.5000  4.7000    -45.00 0.90705 1.36237     45.00 0.52537 0.07006     53.82  0.0115  0.0069
  0.7000  4.9000    -45.00 0.76660 1.08686     45.00 0.55754 0.23728     51.80  0.0112  0.0073
  0.1667  4.5000    -45.00 0.90179 1.77461     54.54 0.36221 0.00000     60.29  0.0246  0.0092
  0.1000  4.3000    -45.00 1.17298 2.22879      0.00 0.00000 0.00000     63.74  0.0252  0.0077
  0.3000  4.5000    -45.00 0.84432 1.73509     54.66 0.38580 0.00000     60.87  0.0247  0.0089
  0.1000  4.7000    -45.00 0.57251 1.22646     45.00 0.77529 0.12134     57.94  0.0242  0.0102
  1.5000  4.1667    -45.00 1.22765 1.69816      0.00 0.00000 0.00000     55.88  0.0124  0.0182
  1.7000  4.1000    -45.00 1.43333 1.91753      0.00 0.00000 0.00000     56.32  0.0125  0.0181
  1.5000  4.3000    -45.00 1.12384 1.50874      0.00 0.00000 0.00000     54.05  0.0118  0.0186
  1.3000  4.1000    -45.00 1.16398 1.79939      0.00 0.00000 0.00000     58.03  0.0130  0.0177
  1.8333  4.5000    -45.00 0.69653 0.96291      0.00 0.00000 0.00000     56.01  0.0105  0.0000
  1.9000  4.3000    -45.00 0.74902 1.05527      0.00 0.00000 0.00000     57.53  0.0105 -0.0003
  1.9000  4.7000    -45.00 0.54276 0.82061      0.00 0.00000 0.00000     57.16  0.0105 -0.0002
  1.7000  4.5000    -45.00 0.78373 1.02550      0.00 0.00000 0.00000     54.22  0.0105  0.0003
  1.5000  4.8333    -45.00 0.58411 0.80250     45.00 0.38988 0.17149     51.32  0.0189  0.0145
  1.3000  4.9000    -45.00 0.56116 0.68356     45.00 0.48191 0.35951     48.35  0.0181  0.0155
  1.5000  4.7000    -45.00 0.71073 1.02886     47.33 0.23752 0.00000     53.93  0.0195  0.0136
  1.7000  4.9000    -45.00 0.48844 0.59422     45.00 0.39236 0.28658     48.42  0.0181  0.0154
  1.1667  4.5000    -45.00 1.01818 1.44892     50.61 0.17173 0.00000     54.12  0.0148  0.0076
  1.1000  4.3000    -45.00 1.21021 1.71175      0.00 0.00000 0.00000     55.58  0.0150  0.0072
  1.3000  4.5000    -45.00 0.96063 1.40196     51.70 0.14636 0.00000     54.82  0.0149  0.0074
  1.1000  4.7000    -45.00 0.83987 1.17816     45.00 0.43920 0.10092     52.41  0.0145  0.0080
  2.5000  4.1667    -45.00 0.85193 1.06238      0.00 0.00000 0.00000     76.20  0.0234  0.0068
  2.7000  4.1000    -45.00 0.89816 1.20157      0.00 0.00000 0.00000     86.42  0.0242  0.0026
  2.5000  4.3000    -45.00 0.72607 0.83398      0.00 0.00000 0.00000     67.85  0.0221  0.0102
  2.3000  4.1000    -45.00 0.92703 1.25885      0.00 0.00000 0.00000     74.10  0.0231  0.0077
  2.8333  4.5000     45.00 0.61557 0.78475      0.00 0.00000 0.00000    -57.39 -0.0042  0.0061
  2.9000  4.3000     45.00 0.68256 0.85722      0.00 0.00000 0.00000    -56.88 -0.0041  0.0061
  2.9000  4.7000     45.00 0.55047 0.73918      0.00 0.00000 0.00000    -57.19 -0.0041  0.0061
  2.7000  4.5000     45.00 0.60687 0.76413      0.00 0.00000 0.00000    -59.00 -0.0043  0.0059
  2.5000  4.8333    -45.00 0.11623 0.26442      0.00 0.00000 0.00000     79.16  0.0272  0.0052
  2.3000  4.9000    -45.00 0.10126 0.12769     45.00 0.05265 0.02623     49.87  0.0212  0.0178
  2.5000  4.7000    -45.00 0.25700 0.52189      0.00 0.00000 0.00000     83.69  0.0275  0.0030
  2.7000  4.9000     45.00 0.04306 0.06899      0.00 0.00000 0.00000    -62.52 -0.0246  0.0128
  2.1667  4.5000    -45.00 0.69324 0.88989      0.00 0.00000 0.00000     55.82  0.0072  0.0055
  2.1000  4.3000    -45.00 0.80300 1.00884      0.00 0.00000 0.00000     55.65  0.0072  0.0055
  2.3000  4.5000    -45.00 0.65905 0.85371      0.00 0.00000 0.00000     57.50  0.0074  0.0053
  2.1000  4.7000    -45.00 0.61101 0.80275      0.00 0.00000 0.00000     54.92  0.0072  0.0056
  3.5000  4.1667     45.00 1.44922 1.57563      0.00 0.00000 0.00000    -48.28 -0.0191  0.0203
  3.7000  4.1000     45.00 1.52057 1.78160      0.00 0.00000 0.00000    -51.15 -0.0201  0.0193
  3.5000  4.3000     45.00 1.31345 1.32359      0.00 0.00000 0.00000    -45.26 -0.0181  0.0212
  3.3000  4.1000     45.00 1.50646 1.74130      0.00 0.00000 0.00000    -51.55 -0.0203  0.0191
  3.8333  4.5000     45.00 1.26013 1.40156    -45.00 0.31440 0.17296    -47.57 -0.0040  0.0062
  3.9000  4.3000     45.00 1.34071 1.48146    -45.00 0.27102 0.13028    -47.50 -0.0040  0.0063
  3.9000  4.7000     45.00 1.19792 1.35650    -45.00 0.42661 0.26804    -47.79 -0.0041  0.0062
  3.7000  4.5000     45.00 1.24004 1.37364    -45.00 0.25898 0.12539    -47.55 -0.0040  0.0062
  3.5000  4.8333     45.00 0.63013 0.74391    -45.00 0.46218 0.34841    -47.97 -0.0233  0.0207
  3.3000  4.9000     45.00 0.50679 0.48074    -45.00 0.47443 0.50048    -44.24 -0.0219  0.0222
  3.5000  4.7000     45.00 0.78985 1.03392    -45.00 0.30801 0.06393    -51.27 -0.0244  0.0193
  3.7000  4.9000     45.00 0.60906 0.59021    -45.00 0.58391 0.60276    -44.55 -0.0220  0.0220
  3.1667  4.5000     45.00 0.80058 0.90721      0.00 0.00000 0.00000    -50.15 -0.0066  0.0036
  3.1000  4.3000     45.00 0.84191 0.93630      0.00 0.00000 0.00000    -50.00 -0.0066  0.0037
  3.3000  4.5000     45.00 0.85802 0.95848      0.00 0.00000 0.00000    -49.23 -0.0066  0.0037
  3.1000  4.7000     45.00 0.68358 0.81533      0.00 0.00000 0.00000    -52.04 -0.0068  0.0034
  4.5000  4.1667     45.00 1.99708 2.07306    -45.00 0.21555 0.13957    -45.98 -0.0201  0.0190
  4.7000  4.1000     45.00 2.11525 2.29763    -45.17 0.16900 0.00000    -47.28 -0.0205  0.0185
  4.5000  4.3000     45.00 1.86411 1.82529    -45.00 0.35926 0.39808    -44.50 -0.0196  0.0195
  4.3000  4.1000     45.00 1.98737 2.19705    -47.38 0.03420 0.00000    -47.84 -0.0207  0.0183
  4.8333  4.5000     45.00 1.83262 1.90536    -45.00 0.93877 0.86602    -45.75 -0.0006  0.0073
  4.9000  4.3000     45.00 1.87485 1.94341    -45.00 0.93444 0.86587    -45.70 -0.0006  0.0073
  4.9000  4.7000     45.00 1.78118 1.89960    -45.00 1.06005 0.94163    -46.19 -0.0006  0.0073
  4.7000  4.5000     45.00 1.83912 1.89200    -45.00 0.85713 0.80425    -45.56 -0.0006  0.0073
  4.5000  4.8333     45.00 1.24071 1.33019    -45.00 1.08633 0.99684    -46.10 -0.0222  0.0216
  4.3000  4.9000     45.00 1.12079 1.07894    -45.00 1.10700 1.14885    -44.46 -0.0216  0.0222
  4.5000  4.7000     45.00 1.39323 1.61137    -45.00 0.92892 0.71079    -47.68 -0.0228  0.0210
  4.7000  4.9000     45.00 1.22767 1.17952    -45.00 1.20753 1.25569    -44.43 -0.0215  0.0222
  4.1667  4.5000     45.00 1.41373 1.51444    -45.00 0.37989 0.27918    -46.61 -0.0045  0.0062
  4.1000  4.3000     45.00 1.47253 1.55223    -45.00 0.26438 0.18468    -46.31 -0.0044  0.0062
  4.3000  4.5000     45.00 1.44223 1.54892    -45.00 0.43555 0.32886    -46.63 -0.0045  0.0062
  4.1000  4.7000     45.00 1.32253 1.43169    -45.00 0.42416 0.31499    -46.79 -0.0045  0.0062
  5.5000  4.1667     45.00 2.36703 2.36599    -45.00 0.90557 0.90661    -44.99 -0.0156  0.0159
  5.7000  4.1000     45.00 2.45937 2.53731    -45.00 0.86618 0.78824    -45.67 -0.0158  0.0157
  5.5000  4.3000     45.00 2.26557 2.17244    -45.00 1.02614 1.11927    -44.19 -0.0154  0.0161
  5.3000  4.1000     45.00 2.35237 2.46497    -45.00 0.82551 0.71290    -46.01 -0.0159  0.0156
  5.8333  4.5000     45.00 2.21829 2.22770    -45.00 1.57473 1.56532    -45.07  0.0033  0.0076
  5.9000  4.3000     45.00 2.20884 2.22087    -45.00 1.60774 1.59570    -45.09  0.0032  0.0076
  5.9000  4.7000     45.00 2.17646 2.24936    -45.00 1.69063 1.61773    -45.54  0.0032  0.0076
  5.7000  4.5000     45.00 2.25914 2.23692    -45.00 1.47583 1.49806    -44.83  0.0033  0.0076
  5.5000  4.8333     45.00 1.79938 1.84881    -45.00 1.68450 1.63507    -45.41 -0.0180  0.0183
