Time,   1.0000
      1,   0.0000,   0.0000,   0.0000,    3,    0.0000e+00, -7.1210e-04, -4.2344e-04,      7.9114e-02, -1.9445e-16, -1.7369e-16,      0.0000e+00,  1.9445e-16,  1.7369e-16,   -4.4708e-03 -6.2163e-03  2.8997e-02  
      2,   0.5000,   0.5000,   0.0000,    3,   -1.0020e-03, -5.7741e-04, -2.8880e-04,     -6.7164e-15, -8.7929e-17, -3.6803e-16,      6.7164e-15,  8.7929e-17,  3.6803e-16,    5.5993e-03  1.2514e-02  2.7927e-02  
      3,   1.0000,   0.0000,   0.0000,    3,   -1.3701e-03, -6.2813e-04, -1.8434e-04,      2.3115e-16,  4.3028e-16,  1.3023e-15,     -2.3115e-16, -4.3028e-16, -1.3023e-15,    1.8158e-02 -4.1025e-03  2.2948e-02  
      4,   1.5000,   0.5000,   0.0000,    3,   -2.0490e-03, -4.5233e-04, -9.6081e-05,     -1.6162e-14, -1.7377e-15, -1.3880e-15,      1.6162e-14,  1.7377e-15,  1.3880e-15,    2.4330e-02  8.9835e-03  2.0287e-02  
      5,   2.0000,   0.0000,   0.0000,    3,   -2.4321e-03, -4.1861e-04, -1.0217e-05,      4.0441e-15, -2.4285e-15,  1.4619e-15,     -4.0441e-15,  2.4285e-15, -1.4619e-15,    3.0530e-02 -4.3400e-03  1.5651e-02  
      6,   2.5000,   0.5000,   0.0000,    3,   -2.7423e-03, -2.2899e-04,  3.6244e-05,     -2.1210e-14, -2.6709e-15,  4.7303e-15,      2.1210e-14,  2.6709e-15, -4.7303e-15,    3.7583e-02  7.2460e-03  1.3983e-02  
      7,   3.0000,   0.0000,   0.0000,    3,   -2.9965e-03, -1.3924e-04,  1.0159e-04,      5.6504e-15, -2.6853e-15, -2.5964e-15,     -5.6504e-15,  2.6853e-15,  2.5964e-15,    3.2969e-02 -5.4340e-03  9.7457e-03  
      8,   3.5000,   0.5000,   0.0000,    3,   -2.9375e-03,  3.5398e-05,  1.1849e-04,     -3.4742e-15, -5.6498e-16,  3.5594e-15,      3.4742e-15,  5.6498e-16, -3.5594e-15,    4.0360e-02  6.8789e-03  7.6917e-03  
      9,   4.0000,   0.0000,   0.0000,    3,   -2.9799e-03,  1.5493e-04,  1.5374e-04,     -6.3209e-15,  2.6022e-15, -2.7942e-15,      6.3209e-15, -2.6022e-15,  2.7942e-15,    3.0263e-02 -6.3430e-03  2.8151e-03  
     10,   4.5000,   0.5000,   0.0000,    3,   -2.6085e-03,  2.9027e-04,  1.4142e-04,     -2.7323e-14,  1.3883e-15,  3.8202e-15,      2.7323e-14, -1.3883e-15, -3.8202e-15,    3.6327e-02  6.3946e-03  4.1531e-04  
     11,   5.0000,   0.0000,   0.0000,    3,   -2.3964e-03,  4.2220e-04,  1.4514e-04,     -8.6992e-15, -9.3607e-17,  2.3028e-16,      8.6992e-15,  9.3607e-17, -2.3028e-16,    2.4573e-02 -4.8528e-03 -3.7238e-03  
     12,   5.5000,   0.5000,   0.0000,    3,   -1.8048e-03,  5.0429e-04,  1.0949e-04,      1.2503e-14, -8.9111e-16,  1.5992e-15,     -1.2503e-14,  8.9111e-16, -1.5992e-15,    2.7990e-02  4.2145e-03 -5.5222e-03  
     13,   6.0000,   0.0000,   0.0000,    3,   -1.3408e-03,  6.2050e-04,  8.6637e-05,     -7.0512e-15, -1.2767e-15, -1.9884e-15,      7.0512e-15,  1.2767e-15,  1.9884e-15,    1.3301e-02 -2.7041e-03 -8.0430e-03  
     14,   6.5000,   0.5000,   0.0000,    3,   -6.4799e-04,  6.3634e-04,  4.0807e-05,      3.5826e-15, -8.7636e-16,  1.1065e-15,     -3.5826e-15,  8.7636e-16, -1.1065e-15,    1.2812e-02  1.0595e-03 -9.0165e-03  
     15,   7.0000,   0.0000,   0.0000,    3,    0.0000e+00,  6.9965e-04,  0.0000e+00,      3.2414e-02, -8.4785e-17,  7.0219e-04,      0.0000e+00,  8.4785e-17,  0.0000e+00,    4.7481e-03  5.3903e-04 -9.4828e-03  
     16,   0.0000,   1.0000,   0.0000,    3,   -7.9394e-04, -4.7217e-04, -3.4110e-04,      6.5442e-16,  8.9826e-16, -1.5587e-15,     -6.5442e-16, -8.9826e-16,  1.5587e-15,    2.4755e-03  1.7503e-02  2.1668e-02  
     17,   0.5000,   1.5000,   0.0000,    3,   -1.4794e-03, -3.8207e-04, -1.7459e-04,     -1.4332e-14, -1.4254e-15, -3.7843e-16,      1.4332e-14,  1.4254e-15,  3.7843e-16,    1.1023e-04  2.5078e-02  2.1253e-02  
     18,   1.0000,   1.0000,   0.0000,    3,   -1.7278e-03, -4.3787e-04, -1.5401e-04,      1.2474e-14,  1.7072e-15, -2.6900e-15,     -1.2474e-14, -1.7072e-15,  2.6900e-15,    2.2677e-02  1.5510e-02  1.5219e-02  
     19,   1.5000,   1.5000,   0.0000,    3,   -2.2028e-03, -3.1469e-04, -4.7499e-05,     -8.7790e-15, -2.2477e-15, -6.4385e-16,      8.7790e-15,  2.2477e-15,  6.4385e-16,    1.5558e-02  1.7398e-02  1.3353e-02  
     20,   2.0000,   1.0000,   0.0000,    3,   -2.4719e-03, -2.8742e-04, -1.3481e-05,      2.0704e-15, -1.8629e-15, -4.1834e-16,     -2.0704e-15,  1.8629e-15,  4.1834e-16,    3.4187e-02  1.6301e-02  1.1611e-02  
     21,   2.5000,   1.5000,   0.0000,    3,   -2.6555e-03, -1.2525e-04,  5.8389e-05,     -1.0626e-14,  1.6867e-15,  1.5506e-15,      1.0626e-14, -1.6867e-15, -1.5506e-15,    4.1549e-02  1.3715e-02  1.1691e-02  
     22,   3.0000,   1.0000,   0.0000,    3,   -2.8201e-03, -5.7334e-05,  9.1696e-05,     -8.3700e-15, -3.8141e-16,  1.0007e-15,      8.3700e-15,  3.8141e-16, -1.0007e-15,    2.0779e-02  8.2657e-04  1.4239e-02  
     23,   3.5000,   1.5000,   0.0000,    3,   -2.6734e-03,  8.9692e-05,  1.6000e-04,     -1.3364e-14, -3.4169e-15, -2.2866e-15,      1.3364e-14,  3.4169e-15,  2.2866e-15,    2.9548e-02  1.7789e-02  8.5576e-03  
     24,   4.0000,   1.0000,   0.0000,    3,   -2.6958e-03,  1.7688e-04,  1.4939e-04,      2.1138e-15, -2.7733e-16,  7.4504e-15,     -2.1138e-15,  2.7733e-16, -7.4504e-15,    2.5133e-02  4.4636e-03  2.3290e-03  
     25,   4.5000,   1.5000,   0.0000,    3,   -2.3039e-03,  2.7908e-04,  1.7400e-04,     -2.8496e-14, -2.2477e-15,  1.7534e-15,      2.8496e-14,  2.2477e-15, -1.7534e-15,    2.7764e-02  1.5738e-02 -6.8146e-04  
     26,   5.0000,   1.0000,   0.0000,    3,   -2.1270e-03,  3.8874e-04,  1.3871e-04,     -9.1420e-15,  2.2554e-15,  5.3193e-15,      9.1420e-15, -2.2554e-15, -5.3193e-15,    2.3948e-02  5.7893e-03 -4.8533e-03  
     27,   5.5000,   1.5000,   0.0000,    3,   -1.5736e-03,  4.4604e-04,  1.2897e-04,     -5.4102e-15, -1.3803e-15,  2.7068e-15,      5.4102e-15,  1.3803e-15, -2.7068e-15,    2.1577e-02  1.0483e-02 -7.1569e-03  
     28,   6.0000,   1.0000,   0.0000,    3,   -1.1805e-03,  5.4977e-04,  8.1668e-05,     -7.4420e-15,  6.7851e-16,  7.5347e-16,      7.4420e-15, -6.7851e-16, -7.5347e-16,    1.5159e-02  3.7199e-03 -8.9951e-03  
     29,   6.5000,   1.5000,   0.0000,    3,   -5.6256e-04,  5.5336e-04,  4.7137e-05,     -3.0995e-15, -3.2819e-16,  8.8207e-17,      3.0995e-15,  3.2819e-16, -8.8207e-17,    8.7939e-03  3.7173e-03 -1.0617e-02  
     30,   7.0000,   1.0000,   0.0000,    3,    0.0000e+00,  6.1576e-04,  0.0000e+00,      2.6201e-02,  8.2074e-17,  3.8154e-04,      0.0000e+00, -8.2074e-17,  0.0000e+00,    9.7581e-04 -3.2597e-04 -1.0349e-02  
     31,   0.0000,   2.0000,   0.0000,    3,   -1.3047e-03, -3.0111e-04, -1.5029e-04,     -5.1396e-15, -7.4799e-16, -6.6619e-16,      5.1396e-15,  7.4799e-16,  6.6619e-16,   -2.6159e-03  3.8257e-02  1.4315e-02  
     32,   0.5000,   2.5000,   0.0000,    3,   -1.6336e-03, -2.5882e-04,  5.2646e-05,     -4.7857e-15, -2.7889e-15, -1.8668e-15,      4.7857e-15,  2.7889e-15,  1.8668e-15,    9.3974e-03  4.5987e-02  1.3547e-02  
     33,   1.0000,   2.0000,   0.0000,    3,   -1.9296e-03, -3.2110e-04, -3.7412e-05,      1.5384e-14,  1.2563e-15,  1.0208e-15,     -1.5384e-14, -1.2563e-15, -1.0208e-15,    7.5199e-03  4.1134e-02  1.4804e-02  
     35,   2.0000,   2.0000,   0.0000,    3,   -2.4678e-03, -1.7764e-04,  3.2187e-06,      1.2997e-14, -3.7104e-16, -5.6212e-15,     -1.2997e-14,  3.7104e-16,  5.6212e-15,    2.1272e-02 -1.5700e-03  1.4599e-02  
