Time,   1.0000
      1,   0.0000,   0.0000,   0.0000,    3,    0.0000e+00, -7.7498e-03, -4.8914e-03,      7.8875e-02,  1.3509e-16,  1.8361e-16,      0.0000e+00, -1.3509e-16, -1.8361e-16,   -2.1993e-03 -3.2371e-03  2.9076e-02  
      2,   0.5000,   0.5000,   0.0000,    3,   -1.1274e-02, -6.3681e-03, -3.4960e-03,     -6.3838e-16,  1.0988e-16,  1.0035e-16,      6.3838e-16, -1.0988e-16, -1.0035e-16,    5.8993e-03  1.3306e-02  2.8535e-02  
      3,   1.0000,   0.0000,   0.0000,    3,   -1.4781e-02, -6.7156e-03, -2.6211e-03,      6.9562e-16, -2.2893e-16,  1.9190e-16,     -6.9562e-16,  2.2893e-16, -1.9190e-16,    1.7290e-02 -3.5619e-03  2.3442e-02  
      4,   1.5000,   0.5000,   0.0000,    3,   -2.2691e-02, -4.9030e-03, -1.6009e-03,      2.8883e-15,  6.4591e-16, -7.2032e-18,     -2.8883e-15, -6.4591e-16,  7.2032e-18,    2.2830e-02  8.5209e-03  2.0807e-02  
      5,   2.0000,   0.0000,   0.0000,    3,   -2.6078e-02, -4.4371e-03, -9.9284e-04,     -6.6266e-16,  2.0822e-16, -1.3075e-16,      6.6266e-16, -2.0822e-16,  1.3075e-16,    2.9307e-02 -3.3078e-03  1.5938e-02  
      6,   2.5000,   0.5000,   0.0000,    3,   -3.0176e-02, -2.4656e-03, -3.0257e-04,      1.0703e-15, -6.2390e-16, -4.2874e-16,     -1.0703e-15,  6.2390e-16,  4.2874e-16,    3.4690e-02  6.1665e-03  1.4413e-02  
      7,   3.0000,   0.0000,   0.0000,    3,   -3.2043e-02, -1.4618e-03,  8.3001e-05,      1.1449e-15, -6.2445e-16, -4.9765e-16,     -1.1449e-15,  6.2445e-16,  4.9765e-16,    3.3046e-02 -3.3814e-03  1.0518e-02  
      8,   3.5000,   0.5000,   0.0000,    3,   -3.2247e-02,  4.1386e-04,  5.4125e-04,      5.1608e-15,  8.2979e-16, -3.2813e-16,     -5.1608e-15, -8.2979e-16,  3.2813e-16,    3.7144e-02  5.7662e-03  8.5060e-03  
      9,   4.0000,   0.0000,   0.0000,    3,   -3.1823e-02,  1.6726e-03,  6.7386e-04,     -2.5969e-15,  2.9149e-16, -1.1300e-15,      2.5969e-15, -2.9149e-16,  1.1300e-15,    3.1310e-02 -3.8007e-03  4.4455e-03  
     10,   4.5000,   0.5000,   0.0000,    3,   -2.8602e-02,  3.1946e-03,  8.7192e-04,     -1.7174e-16, -4.2615e-16,  3.2052e-18,      1.7174e-16,  4.2615e-16, -3.2052e-18,    3.2819e-02  5.4382e-03  1.8946e-03  
