Time,   1.0000
      1,   0.0000,   0.0000,   0.0000,    3,    0.0000e+00, -7.7498e-03, -4.8914e-03,      7.8875e-02,  1.3509e-16,  1.8361e-16,      0.0000e+00, -1.3509e-16, -1.8361e-16,
      2,   0.5000,   0.5000,   0.0000,    3,   -1.1274e-02, -6.3681e-03, -3.4960e-03,     -6.3838e-16,  1.0988e-16,  1.0035e-16,      6.3838e-16, -1.0988e-16, -1.0035e-16,
      3,   1.0000,   0.0000,   0.0000,    3,   -1.4781e-02, -6.7156e-03, -2.6211e-03,      6.9562e-16, -2.2893e-16,  1.9190e-16,     -6.9562e-16,  2.2893e-16, -1.9190e-16,
      4,   1.5000,   0.5000,   0.0000,    3,   -2.2691e-02, -4.9030e-03, -1.6009e-03,      2.8883e-15,  6.4591e-16, -7.2032e-18,     -2.8883e-15, -6.4591e-16,  7.2032e-18,
      5,   2.0000,   0.0000,   0.0000,    3,   -2.6078e-02, -4.4371e-03, -9.9284e-04,     -6.6266e-16,  2.0822e-16, -1.3075e-16,      6.6266e-16, -2.0822e-16,  1.3075e-16,
      6,   2.5000,   0.5000,   0.0000,    3,   -3.0176e-02, -2.4656e-03, -3.0257e-04,      1.0703e-15, -6.2390e-16, -4.2874e-16,     -1.0703e-15,  6.2390e-16,  4.2874e-16,
      7,   3.0000,   0.0000,   0.0000,    3,   -3.2043e-02, -1.4618e-03,  8.3001e-05,      1.1449e-15, -6.2445e-16, -4.9765e-16,     -1.1449e-15,  6.2445e-16,  4.9765e-16,
      8,   3.5000,   0.5000,   0.0000,    3,   -3.2247e-02,  4.1386e-04,  5.4125e-04,      5.1608e-15,  8.2979e-16, -3.2813e-16,     -5.1608e-15, -8.2979e-16,  3.2813e-16,
      9,   4.0000,   0.0000,   0.0000,    3,   -3.1823e-02,  1.6726e-03,  6.7386e-04,     -2.5969e-15,  2.9149e-16, -1.1300e-15,      2.5969e-15, -2.9149e-16,  1.1300e-15,
     10,   4.5000,   0.5000,   0.0000,    3,   -2.8602e-02,  3.1946e-03,  8.7192e-04,     -1.7174e-16, -4.2615e-16,  3.2052e-18,      1.7174e-16,  4.2615e-16, -3.2052e-18,
     11,   5.0000,   0.0000,   0.0000,    3,   -2.5574e-02,  4.5153e-03,  7.7413e-04,      1.1449e-15, -2.8444e-16, -6.3968e-17,     -1.1449e-15,  2.8444e-16,  6.3968e-17,
     12,   5.5000,   0.5000,   0.0000,    3,   -1.9783e-02,  5.5307e-03,  7.2988e-04,      1.7503e-15,  1.0988e-16,  4.2127e-16,     -1.7503e-15, -1.0988e-16, -4.2127e-16,
     13,   6.0000,   0.0000,   0.0000,    3,   -1.4308e-02,  6.6272e-03,  4.8612e-04,      2.8449e-16,  1.9781e-16,  2.3527e-16,     -2.8449e-16, -1.9781e-16, -2.3527e-16,
     14,   6.5000,   0.5000,   0.0000,    3,   -7.1048e-03,  6.9831e-03,  2.7858e-04,     -8.5869e-16,  8.3863e-17,  1.5066e-16,      8.5869e-16, -8.3863e-17, -1.5066e-16,
     15,   7.0000,   0.0000,   0.0000,    3,    0.0000e+00,  7.4761e-03,  0.0000e+00,      2.6187e-02, -8.0394e-17,  3.3273e-03,      0.0000e+00,  8.0394e-17,  0.0000e+00,
     16,   0.0000,   1.0000,   0.0000,    3,   -9.0530e-03, -5.4483e-03, -3.8378e-03,     -5.8113e-16, -2.5381e-16, -4.2333e-16,      5.8113e-16,  2.5381e-16,  4.2333e-16,
     17,   0.5000,   1.5000,   0.0000,    3,   -1.6932e-02, -4.4006e-03, -2.0412e-03,      3.1589e-15,  3.5968e-16, -1.8414e-16,     -3.1589e-15, -3.5968e-16,  1.8414e-16,
     18,   1.0000,   1.0000,   0.0000,    3,   -1.9582e-02, -4.8497e-03, -1.9647e-03,     -2.7391e-15, -5.8764e-17, -7.6089e-16,      2.7391e-15,  5.8764e-17,  7.6089e-16,
     19,   1.5000,   1.5000,   0.0000,    3,   -2.5055e-02, -3.5157e-03, -6.6660e-04,      1.2993e-15, -2.9604e-16, -6.1436e-16,     -1.2993e-15,  2.9604e-16,  6.1436e-16,
     20,   2.0000,   1.0000,   0.0000,    3,   -2.7774e-02, -3.1566e-03, -5.3753e-04,     -2.2543e-15,  3.7492e-16,  7.9515e-16,      2.2543e-15, -3.7492e-16, -7.9515e-16,
     21,   2.5000,   1.5000,   0.0000,    3,   -3.0112e-02, -1.4177e-03,  4.2934e-04,     -1.4225e-15,  1.6713e-16,  3.6750e-16,      1.4225e-15, -1.6713e-16, -3.6750e-16,
     22,   3.0000,   1.0000,   0.0000,    3,   -3.1596e-02, -6.2426e-04,  5.2780e-04,      1.0408e-16, -1.4847e-15,  2.9035e-16,     -1.0408e-16,  1.4847e-15, -2.9035e-16,
     23,   3.5000,   1.5000,   0.0000,    3,   -3.0367e-02,  1.0045e-03,  1.4556e-03,      4.0714e-15,  3.3019e-16,  6.9883e-16,     -4.0714e-15, -3.3019e-16, -6.9883e-16,
     24,   4.0000,   1.0000,   0.0000,    3,   -3.0181e-02,  1.9936e-03,  1.1499e-03,     -6.4939e-15,  4.5124e-16, -1.8757e-16,      6.4939e-15, -4.5124e-16,  1.8757e-16,
     25,   4.5000,   1.5000,   0.0000,    3,   -2.6177e-02,  3.1704e-03,  1.6388e-03,      5.7298e-15, -4.2268e-16, -2.2957e-16,     -5.7298e-15,  4.2268e-16,  2.2957e-16,
     26,   5.0000,   1.0000,   0.0000,    3,   -2.3802e-02,  4.3574e-03,  1.1321e-03,     -3.6048e-15,  6.7849e-16, -4.9895e-16,      3.6048e-15, -6.7849e-16,  4.9895e-16,
     27,   5.5000,   1.5000,   0.0000,    3,   -1.7881e-02,  5.0671e-03,  1.2281e-03,     -1.0426e-15, -9.8120e-18, -4.8512e-16,      1.0426e-15,  9.8120e-18,  4.8512e-16,
     28,   6.0000,   1.0000,   0.0000,    3,   -1.3211e-02,  6.1564e-03,  6.7989e-04,     -2.8623e-16, -1.4030e-16,  7.1774e-17,      2.8623e-16,  1.4030e-16, -7.1774e-17,
     29,   6.5000,   1.5000,   0.0000,    3,   -6.3941e-03,  6.2918e-03,  4.5062e-04,      6.5399e-16,  2.7485e-17, -1.0955e-16,     -6.5399e-16, -2.7485e-17,  1.0955e-16,
     30,   7.0000,   1.0000,   0.0000,    3,    0.0000e+00,  6.8986e-03,  0.0000e+00,      3.0334e-02, -1.1297e-16,  1.4817e-04,      0.0000e+00,  1.1297e-16,  0.0000e+00,
     31,   0.0000,   2.0000,   0.0000,    3,   -1.4747e-02, -3.7860e-03, -1.6668e-03,     -1.1571e-15, -3.1106e-16,  1.1617e-16,      1.1571e-15,  3.1106e-16, -1.1617e-16,
     32,   0.5000,   2.5000,   0.0000,    3,   -1.8736e-02, -3.0926e-03,  5.6137e-04,      2.2222e-15,  1.4284e-16, -5.0333e-16,     -2.2222e-15, -1.4284e-16,  5.0333e-16,
     33,   1.0000,   2.0000,   0.0000,    3,   -2.2089e-02, -3.5613e-03, -4.5652e-04,     -2.0435e-15,  6.8218e-16,  4.2555e-17,      2.0435e-15, -6.8218e-16, -4.2555e-17,
     35,   2.0000,   2.0000,   0.0000,    3,   -2.8082e-02, -2.0088e-03,  7.6857e-05,      4.9960e-16, -2.7579e-17, -2.6455e-17,     -4.9960e-16,  2.7579e-17,  2.6455e-17,
     37,   3.0000,   2.0000,   0.0000,    3,   -2.9465e-02,  5.8419e-04,  1.8385e-03,     -2.4460e-15, -8.8476e-16,  4.7640e-16,      2.4460e-15,  8.8476e-16, -4.7640e-16,
     38,   3.5000,   2.5000,   0.0000,    3,   -2.5780e-02,  1.3831e-03,  3.3861e-03,      2.3211e-15, -1.8328e-16, -3.1165e-16,     -2.3211e-15,  1.8328e-16,  3.1165e-16,
     39,   4.0000,   2.0000,   0.0000,    3,   -2.6836e-02,  2.1814e-03,  2.3911e-03,     -5.4089e-15, -9.6429e-16,  6.7025e-16,      5.4089e-15,  9.6429e-16, -6.7025e-16,
     40,   4.5000,   2.5000,   0.0000,    3,   -2.1656e-02,  2.7792e-03,  2.9337e-03,      3.9465e-15,  2.0529e-16, -2.9430e-16,     -3.9465e-15, -2.0529e-16,  2.9430e-16,
     41,   5.0000,   2.0000,   0.0000,    3,   -2.0768e-02,  3.9295e-03,  2.0085e-03,     -5.4071e-15,  9.6646e-16, -4.1048e-16,      5.4071e-15, -9.6646e-16,  4.1048e-16,
