ConFem  ../_DataTmp/AxiSlab
symmetric system False, used LinAlg2 True, used ConFemMatC True, used CaeFemElemC True
ndofs 803, elems 463, active nodes 400, abs.size 26.50 MItems, rel.size 0.0421 (abs.size/(ndofs**2)
used material MATEL, spec. inertial mass 2.50e-09, type ELASTIC
used material MATMICRODAM, spec. inertial mass 2.50e-09, type MICRODAMAGE
used material MATREC, spec. inertial mass 7.80e-09, type ELASTICC1D
used material MATMISES, spec. inertial mass 7.80e-09, type MISESBEAM
0 step starts, solution type NR
0   1 0.400 0.00000 iter 0 0.000000e+00 1.000000e+00    0.000000e+00
0   1 0.400 0.00100 iter 1 1.207839e-01 1.000000e+00    2.685614e-02
0   1 0.400 0.00100 iter 2 4.309098e-09 1.324488e-17    2.685615e-02
0   2 0.400 0.00100 iter 0 4.309098e-09 1.000000e+00    0.000000e+00
0   2 0.400 0.00200 iter 1 7.156095e-01 1.000000e+00    2.685615e-02
0   2 0.400 0.00200 iter 2 2.051044e-07 5.813796e-15    2.685617e-02
0   3 0.400 0.00200 iter 0 2.051044e-07 1.000000e+00    0.000000e+00
0   3 0.400 0.00300 iter 1 1.787899e+00 1.000000e+00    2.685617e-02
0   3 0.400 0.00300 iter 2 1.921041e-06 1.367315e-13    2.685622e-02
0   4 0.400 0.00300 iter 0 1.921041e-06 1.000000e+00    0.000000e+00
0   4 0.400 0.00400 iter 1 3.336543e+00 1.000000e+00    2.685619e-02
0   4 0.400 0.00400 iter 2 8.940450e-06 1.188739e-12    2.685628e-02
0   5 0.400 0.00400 iter 0 8.940450e-06 1.000000e+00    0.000000e+00
0   5 0.400 0.00500 iter 1 5.361276e+00 1.000000e+00    2.685622e-02
0   5 0.400 0.00500 iter 2 2.894365e-05 6.185107e-12    2.685636e-02
0   5 0.400 0.00500 iter 3 1.432272e-08 1.582779e-24    2.685636e-02
0   6 0.400 0.00500 iter 0 1.432272e-08 1.000000e+00    0.000000e+00
0   6 0.400 0.00600 iter 1 7.861920e+00 1.000000e+00    2.685625e-02
0   6 0.400 0.00600 iter 2 7.498208e-05 2.349320e-11    2.685647e-02
0   6 0.400 0.00600 iter 3 1.977164e-08 6.086887e-24    2.685647e-02
0   7 0.400 0.00600 iter 0 1.977164e-08 1.000000e+00    0.000000e+00
0   7 0.400 0.00700 iter 1 1.083834e+01 1.000000e+00    2.685629e-02
0   7 0.400 0.00700 iter 2 1.670464e-04 7.212308e-11    2.685660e-02
0   7 0.400 0.00700 iter 3 2.491420e-08 3.769514e-24    2.685660e-02
0   8 0.400 0.00700 iter 0 2.491420e-08 1.000000e+00    0.000000e+00
0   8 0.400 0.00800 iter 1 1.429043e+01 1.000000e+00    2.685634e-02
