Time,   0.1000
   109, Supp,       ELAS,   C3D8,   0,     0.2113,    0.2113,   -0.7887,  5.092333e-06,  1.934688e-06, -7.467886e-06, -1.194206e-07,  9.519600e-06, -3.142359e-06,  1.098850e-01,  3.701628e-02, -1.799662e-01, -1.377930e-03,  1.098415e-01, -3.625799e-02,
   109, Supp,       ELAS,   C3D8,   1,     0.2113,    0.2113,   -0.2113,  3.429718e-06,  2.173529e-06, -7.467886e-06, -1.194206e-07, -7.856986e-06, -1.469101e-06,  4.687476e-02,  1.788577e-02, -2.046084e-01, -1.377930e-03, -9.065753e-02, -1.695116e-02,
   109, Supp,       ELAS,   C3D8,   2,     0.2113,    0.7887,   -0.7887,  5.092333e-06,  1.934688e-06, -7.467886e-06,  1.194206e-07,  9.519600e-06,  3.142359e-06,  1.098850e-01,  3.701628e-02, -1.799662e-01,  1.377930e-03,  1.098415e-01,  3.625799e-02,
   109, Supp,       ELAS,   C3D8,   3,     0.2113,    0.7887,   -0.2113,  3.429718e-06,  2.173529e-06, -7.467886e-06,  1.194206e-07, -7.856986e-06,  1.469101e-06,  4.687476e-02,  1.788577e-02, -2.046084e-01,  1.377930e-03, -9.065753e-02,  1.695116e-02,
   109, Supp,       ELAS,   C3D8,   4,     0.7887,    0.2113,   -0.7887,  5.092333e-06,  8.219406e-06, -2.484447e-05,  1.553838e-06,  7.856986e-06, -3.142359e-06, -8.208961e-02, -9.926388e-03, -7.729389e-01,  1.792890e-02,  9.065753e-02, -3.625799e-02,
   109, Supp,       ELAS,   C3D8,   5,     0.7887,    0.2113,   -0.2113,  3.429718e-06,  5.111730e-06, -2.484447e-05,  1.553838e-06, -9.519600e-06, -1.469101e-06, -2.030204e-01, -1.642047e-01, -8.555017e-01,  1.792890e-02, -1.098415e-01, -1.695116e-02,
   109, Supp,       ELAS,   C3D8,   6,     0.7887,    0.7887,   -0.7887,  5.092333e-06,  8.219406e-06, -2.484447e-05, -1.553838e-06,  7.856986e-06,  3.142359e-06, -8.208961e-02, -9.926388e-03, -7.729389e-01, -1.792890e-02,  9.065753e-02,  3.625799e-02,
   109, Supp,       ELAS,   C3D8,   7,     0.7887,    0.7887,   -0.2113,  3.429718e-06,  5.111730e-06, -2.484447e-05, -1.553838e-06, -9.519600e-06,  1.469101e-06, -2.030204e-01, -1.642047e-01, -8.555017e-01, -1.792890e-02, -1.098415e-01,  1.695116e-02,
   110, Supp,       ELAS,   C3D8,   0,    17.2113,    0.2113,   -0.5774,  5.115733e-06,  6.832719e-06, -2.022929e-05,  8.031231e-07, -7.998820e-06,  1.613557e-06, -2.526677e-02,  1.435598e-02, -6.101518e-01,  9.266805e-03, -9.229407e-02,  1.861796e-02,
   110, Supp,       ELAS,   C3D8,   1,    17.2113,    0.2113,    0.5774,  3.607615e-06,  3.620226e-06, -2.022929e-05,  8.031231e-07,  8.752879e-06,  4.993937e-07, -1.417724e-01, -1.414813e-01, -6.918547e-01,  9.266805e-03,  1.009948e-01,  5.762235e-03,
   110, Supp,       ELAS,   C3D8,   2,    17.2113,    0.7887,   -0.5774,  5.115733e-06,  6.832719e-06, -2.022929e-05, -8.031231e-07, -7.998820e-06, -1.613557e-06, -2.526677e-02,  1.435598e-02, -6.101518e-01, -9.266805e-03, -9.229407e-02, -1.861796e-02,
   110, Supp,       ELAS,   C3D8,   3,    17.2113,    0.7887,    0.5774,  3.607615e-06,  3.620226e-06, -2.022929e-05, -8.031231e-07,  8.752879e-06, -4.993937e-07, -1.417724e-01, -1.414813e-01, -6.918547e-01, -9.266805e-03,  1.009948e-01, -5.762235e-03,
   110, Supp,       ELAS,   C3D8,   4,    17.7887,    0.2113,   -0.5774,  5.115733e-06,  3.605605e-06, -1.185344e-05,  2.460415e-07, -8.752879e-06,  1.613557e-06,  6.384596e-02,  2.899685e-02, -3.277503e-01,  2.838941e-03, -1.009948e-01,  1.861796e-02,
   110, Supp,       ELAS,   C3D8,   5,    17.7887,    0.2113,    0.5774,  3.607615e-06,  2.621439e-06, -1.185344e-05,  2.460415e-07,  7.998820e-06,  4.993937e-07, -1.409246e-02, -3.685037e-02, -3.708860e-01,  2.838941e-03,  9.229407e-02,  5.762235e-03,
