*HEADING
RC  Tension bar
*NODE
        1,       0.0000000,     0.0
        2,       0.0000000,     0.0
        3,        .0100000,     0.0
        4,        .0100000,     0.0
        5,        .0200000,     0.0
        6,        .0200000,     0.0
        7,        .0300000,     0.0
        8,        .0300000,     0.0
        9,        .0400000,     0.0
       10,        .0400000,     0.0
       11,        .0500000,     0.0
       12,        .0500000,     0.0
       13,        .0600000,     0.0
       14,        .0600000,     0.0
       15,        .0700000,     0.0
       16,        .0700000,     0.0
       17,        .0800000,     0.0
       18,        .0800000,     0.0
       19,        .0900000,     0.0
       20,        .0900000,     0.0
       21,        .1000000,     0.0
       22,        .1000000,     0.0
       23,        .1100000,     0.0
       24,        .1100000,     0.0
       25,        .1200000,     0.0
       26,        .1200000,     0.0
       27,        .1300000,     0.0
       28,        .1300000,     0.0
       29,        .1400000,     0.0
       30,        .1400000,     0.0
       31,        .1500000,     0.0
       32,        .1500000,     0.0
       33,        .1600000,     0.0
       34,        .1600000,     0.0
       35,        .1700000,     0.0
       36,        .1700000,     0.0
       37,        .1800000,     0.0
       38,        .1800000,     0.0
       39,        .1900000,     0.0
       40,        .1900000,     0.0
       41,        .2000000,     0.0
       42,        .2000000,     0.0
       43,        .2100000,     0.0
       44,        .2100000,     0.0
       45,        .2200000,     0.0
       46,        .2200000,     0.0
       47,        .2300000,     0.0
       48,        .2300000,     0.0
       49,        .2400000,     0.0
       50,        .2400000,     0.0
       51,        .2500000,     0.0
       52,        .2500000,     0.0
       53,        .2600000,     0.0
       54,        .2600000,     0.0
       55,        .2700000,     0.0
       56,        .2700000,     0.0
       57,        .2800000,     0.0
       58,        .2800000,     0.0
       59,        .2900000,     0.0
       60,        .2900000,     0.0
       61,        .3000000,     0.0
       62,        .3000000,     0.0
       63,        .3100000,     0.0
       64,        .3100000,     0.0
       65,        .3200000,     0.0
       66,        .3200000,     0.0
       67,        .3300000,     0.0
       68,        .3300000,     0.0
       69,        .3400000,     0.0
       70,        .3400000,     0.0
       71,        .3500000,     0.0
       72,        .3500000,     0.0
       73,        .3600000,     0.0
       74,        .3600000,     0.0
       75,        .3700000,     0.0
       76,        .3700000,     0.0
       77,        .3800000,     0.0
       78,        .3800000,     0.0
       79,        .3900000,     0.0
       80,        .3900000,     0.0
       81,        .4000000,     0.0
       82,        .4000000,     0.0
       83,        .4100000,     0.0
       84,        .4100000,     0.0
       85,        .4200000,     0.0
       86,        .4200000,     0.0
       87,        .4300000,     0.0
       88,        .4300000,     0.0
       89,        .4400000,     0.0
       90,        .4400000,     0.0
       91,        .4500000,     0.0
       92,        .4500000,     0.0
       93,        .4600000,     0.0
       94,        .4600000,     0.0
       95,        .4700000,     0.0
       96,        .4700000,     0.0
       97,        .4800000,     0.0
       98,        .4800000,     0.0
       99,        .4900000,     0.0
      100,        .4900000,     0.0
      101,        .5000000,     0.0
      102,        .5000000,     0.0
      103,        .5100000,     0.0
      104,        .5100000,     0.0
      105,        .5200000,     0.0
      106,        .5200000,     0.0
      107,        .5300000,     0.0
      108,        .5300000,     0.0
      109,        .5400000,     0.0
      110,        .5400000,     0.0
      111,        .5500000,     0.0
      112,        .5500000,     0.0
      113,        .5600000,     0.0
      114,        .5600000,     0.0
      115,        .5700000,     0.0
