   715,   16.661,   17.929,    2.360,  -1.8064e+01, EL1
   466,   15.815,   18.633,    2.490,  -1.8060e+01, EL1
   599,    3.850,    1.861,    2.498,  -1.8060e+01, EL1
   124,    8.785,    0.394,    4.417,  -1.8052e+01, EL3
   717,   17.573,   17.967,    1.984,  -1.8017e+01, EL1
    43,    2.744,   19.898,    8.591,  -1.8017e+01, EL3
   741,    2.688,    2.045,    2.092,  -1.8007e+01, EL1
   124,    8.527,    0.394,    4.292,  -1.8000e+01, EL3
   599,    4.122,    1.861,    2.608,  -1.7981e+01, EL1
   715,   16.386,   17.924,    2.470,  -1.7935e+01, EL1
    43,    3.002,   19.898,    8.463,  -1.7931e+01, EL3
   574,   16.154,   18.135,    2.497,  -1.7930e+01, EL1
   738,    3.819,    2.073,    2.550,  -1.7891e+01, EL1
    29,    8.975,   19.606,    5.492,  -1.7891e+01, EL3
   717,   17.316,   17.956,    2.090,  -1.7873e+01, EL1
   574,   15.882,   18.134,    2.608,  -1.7849e+01, EL1
   129,   11.025,    0.394,    5.492,  -1.7820e+01, EL3
   122,    7.902,    0.105,    3.962,  -1.7817e+01, EL3
   109,   17.256,    0.103,    8.590,  -1.7811e+01, EL3
   122,    7.645,    0.105,    3.835,  -1.7780e+01, EL3
    29,    9.233,   19.606,    5.368,  -1.7768e+01, EL3
   714,   16.185,   17.922,    2.550,  -1.7761e+01, EL1
   466,   16.041,   18.918,    2.306,  -1.7740e+01, EL1
   738,    4.093,    2.072,    2.659,  -1.7737e+01, EL1
    25,   10.762,   19.894,    4.623,  -1.7736e+01, EL3
   109,   16.998,    0.103,    8.463,  -1.7728e+01, EL3
   466,   15.778,   18.918,    2.424,  -1.7721e+01, EL1
   129,   10.766,    0.394,    5.368,  -1.7700e+01, EL3
   400,    3.960,    1.079,    2.306,  -1.7688e+01, EL1
   400,    4.223,    1.080,    2.424,  -1.7656e+01, EL1
    23,   11.653,   19.895,    4.182,  -1.7641e+01, EL3
    25,   11.019,   19.895,    4.496,  -1.7628e+01, EL3
   209,    3.832,    0.589,    2.098,  -1.7617e+01, EL1
   714,   15.911,   17.923,    2.659,  -1.7615e+01, EL1
    23,   11.910,   19.895,    4.055,  -1.7602e+01, EL3
   209,    3.572,    0.589,    1.976,  -1.7594e+01, EL1
   573,   15.647,   18.423,    2.622,  -1.7547e+01, EL1
   269,   16.168,   19.410,    2.098,  -1.7546e+01, EL1
   269,   16.428,   19.411,    1.976,  -1.7531e+01, EL1
   598,    4.356,    1.574,    2.622,  -1.7530e+01, EL1
   742,    1.990,    2.040,    1.812,  -1.7522e+01, EL1
   579,   18.469,   18.145,    1.552,  -1.7518e+01, EL1
   718,   18.019,   17.971,    1.804,  -1.7495e+01, EL1
   573,   15.379,   18.423,    2.735,  -1.7479e+01, EL1
   604,    1.552,    1.875,    1.568,  -1.7456e+01, EL1
   598,    4.623,    1.574,    2.735,  -1.7446e+01, EL1
