Time,   1.0000
     23,   1.2758,   0.0000,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.5136e-03, -5.3107e-06, -7.4302e-03, -2.6815e-08, -5.5210e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     43,   1.2734,   0.0793,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.5067e-03,  2.0736e-04, -7.4238e-03,  1.6799e-06, -5.5719e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     44,   1.2660,   0.1583,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.4871e-03,  4.3375e-04, -7.4345e-03,  3.5017e-06, -5.6325e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     45,   1.2537,   0.2367,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.4522e-03,  6.6277e-04, -7.4421e-03,  5.5134e-06, -5.6764e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     46,   1.2365,   0.3142,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.4066e-03,  8.9403e-04, -7.4524e-03,  7.5999e-06, -5.6500e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     47,   1.2146,   0.3905,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.3312e-03,  1.1140e-03, -7.4439e-03,  9.7074e-06, -5.5941e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     48,   1.1880,   0.4652,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.2429e-03,  1.3189e-03, -7.4281e-03,  1.1532e-05, -5.4718e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     49,   1.1568,   0.5382,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.1527e-03,  1.5086e-03, -7.4106e-03,  1.3206e-05, -5.3430e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     50,   1.1211,   0.6091,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      3.0517e-03,  1.6922e-03, -7.4075e-03,  1.5028e-05, -5.2640e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     51,   1.0810,   0.6776,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.9463e-03,  1.8702e-03, -7.4156e-03,  1.7030e-05, -5.1884e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     52,   1.0368,   0.7435,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.8263e-03,  2.0416e-03, -7.4138e-03,  1.9270e-05, -5.1353e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     53,   0.9886,   0.8065,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.6946e-03,  2.2126e-03, -7.4166e-03,  2.1627e-05, -5.0595e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     54,   0.9365,   0.8664,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.5522e-03,  2.3747e-03, -7.4183e-03,  2.4070e-05, -4.9625e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     55,   0.8809,   0.9230,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.3999e-03,  2.5288e-03, -7.4183e-03,  2.6583e-05, -4.8377e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     56,   0.8218,   0.9759,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.2382e-03,  2.6724e-03, -7.4201e-03,  2.9209e-05, -4.6894e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     57,   0.7595,   1.0251,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.0718e-03,  2.8066e-03, -7.4262e-03,  3.1972e-05, -4.5140e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     58,   0.6943,   1.0704,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      1.8930e-03,  2.9268e-03, -7.4181e-03,  3.4861e-05, -4.3061e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     59,   0.6264,   1.1115,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      1.7044e-03,  3.0371e-03, -7.4142e-03,  3.7761e-05, -4.0573e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     60,   0.5561,   1.1482,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      1.5162e-03,  3.1420e-03, -7.4306e-03,  4.0745e-05, -3.7625e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     61,   0.4837,   1.1806,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      1.3207e-03,  3.2269e-03, -7.4228e-03,  4.3667e-05, -3.4092e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     62,   0.4093,   1.2084,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      1.1176e-03,  3.3026e-03, -7.4212e-03,  4.6635e-05, -3.0110e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     63,   0.3334,   1.2315,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      9.0651e-04,  3.3657e-03, -7.4232e-03,  4.9364e-05, -2.5465e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     64,   0.2562,   1.2498,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      6.9980e-04,  3.4197e-03, -7.4297e-03,  5.1530e-05, -2.0112e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     65,   0.1780,   1.2634,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      4.8790e-04,  3.4498e-03, -7.4168e-03,  5.3586e-05, -1.4369e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     66,   0.0991,   1.2720,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      2.6906e-04,  3.4768e-03, -7.4224e-03,  5.4937e-05, -8.1523e-06,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     67,   0.0198,   1.2757,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,      5.1090e-05,  3.4857e-03, -7.4196e-03,  5.5372e-05, -1.6407e-06,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     68,  -0.0595,   1.2744,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,     -1.6232e-04,  3.4864e-03, -7.4313e-03,  5.5164e-05,  4.9063e-06,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     69,  -0.1386,   1.2683,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,     -3.7702e-04,  3.4657e-03, -7.4207e-03,  5.4322e-05,  1.1308e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     70,  -0.2172,   1.2572,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,     -5.9407e-04,  3.4392e-03, -7.4275e-03,  5.2730e-05,  1.7363e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     71,  -0.2949,   1.2413,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,     -8.0753e-04,  3.3911e-03, -7.4211e-03,  5.0565e-05,  2.2896e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     72,  -0.3715,   1.2205,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,     -1.0177e-03,  3.3390e-03, -7.4299e-03,  4.7877e-05,  2.7771e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
     73,  -0.4467,   1.1951,   0.7366,    5,    0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,     -1.2199e-03,  3.2653e-03, -7.4182e-03,  4.5076e-05,  3.2113e-05,      0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,  0.0000e+00,
