  1687,   13.147,    7.729,    5.357,  -1.6167e-01
  1435,   13.682,    4.878,    5.943,  -1.6160e-01
  1434,   13.207,    4.914,    5.816,  -1.6154e-01
  1512,   12.252,    5.456,    5.512,  -1.6153e-01
  1449,   15.013,    7.320,    5.672,  -1.6146e-01
  1454,   14.643,    5.254,    6.102,  -1.6146e-01
  1452,   15.027,    5.831,    6.048,  -1.6142e-01
  1478,    7.238,   14.570,    5.631,  -1.6127e-01
  1684,    7.052,   13.047,    5.449,  -1.6100e-01
  1573,    5.951,   12.214,    5.448,  -1.6095e-01
  1698,   12.296,    6.995,    5.345,  -1.6076e-01
  1430,    4.997,   13.666,    5.917,  -1.6069e-01
  1584,   14.035,    8.270,    5.349,  -1.6044e-01
  1646,    6.384,   12.197,    5.397,  -1.6014e-01
  1429,    4.990,   13.168,    5.793,  -1.6013e-01
  1436,   14.150,    4.851,    6.068,  -1.6013e-01
  1433,   12.716,    4.940,    5.687,  -1.6008e-01
  1578,   11.767,    5.973,    5.356,  -1.5994e-01
  1617,   13.558,    8.246,    5.312,  -1.5984e-01
  1518,    5.472,   12.206,    5.499,  -1.5983e-01
  1752,   12.690,    7.626,    5.319,  -1.5963e-01
  1567,    7.699,   14.043,    5.465,  -1.5962e-01
  1602,   11.779,    6.476,    5.314,  -1.5953e-01
  1455,    5.356,   14.743,    6.101,  -1.5946e-01
  1431,    4.972,   14.166,    6.047,  -1.5938e-01
  1424,    6.318,   15.120,    5.943,  -1.5935e-01
  1495,   14.522,    8.280,    5.389,  -1.5931e-01
  1423,    6.792,   15.086,    5.816,  -1.5913e-01
  1640,    7.651,   13.529,    5.415,  -1.5906e-01
  1448,   15.018,    7.804,    5.551,  -1.5903e-01
  1659,    6.947,   12.441,    5.373,  -1.5873e-01
  1428,    4.982,   12.681,    5.673,  -1.5847e-01
  1572,    5.960,   11.737,    5.351,  -1.5847e-01
  1511,   11.747,    5.471,    5.396,  -1.5846e-01
  1521,    7.741,   14.546,    5.513,  -1.5839e-01
  1711,   12.287,    7.459,    5.291,  -1.5809e-01
  1688,   13.079,    8.199,    5.277,  -1.5805e-01
  1425,    5.849,   15.146,    6.068,  -1.5802e-01
  1453,   15.053,    5.344,    6.176,  -1.5794e-01
  1647,    6.463,   11.782,    5.315,  -1.5781e-01
  1700,   11.786,    6.971,    5.270,  -1.5776e-01
  1415,   12.222,    4.960,    5.560,  -1.5763e-01
  1422,    7.282,   15.060,    5.688,  -1.5748e-01
  1683,    7.598,   12.993,    5.359,  -1.5727e-01
  1517,    5.473,   11.724,    5.390,  -1.5724e-01
  1437,   14.607,    4.849,    6.186,  -1.5717e-01
  1577,   11.258,    5.979,    5.253,  -1.5687e-01
  1585,   14.027,    8.754,    5.251,  -1.5673e-01
  1603,   11.269,    6.479,    5.223,  -1.5658e-01
  1409,    4.978,   12.197,    5.552,  -1.5613e-01
  1590,    8.214,   14.023,    5.359,  -1.5610e-01
  1618,   13.535,    8.733,    5.224,  -1.5608e-01
  1432,    4.945,   14.652,    6.176,  -1.5606e-01
  1571,    5.978,   11.253,    5.252,  -1.5603e-01
  1365,   15.522,    6.848,    5.870,  -1.5593e-01
  1447,   15.018,    8.288,    5.429,  -1.5580e-01
  1366,   15.528,    6.361,    6.006,  -1.5567e-01
  1751,   12.586,    8.123,    5.243,  -1.5558e-01
  1496,   14.519,    8.766,    5.279,  -1.5555e-01
  1661,    6.991,   11.831,    5.275,  -1.5553e-01
  1639,    8.179,   13.507,    5.319,  -1.5539e-01
  1648,    6.485,   11.276,    5.224,  -1.5539e-01
  1510,   11.246,    5.480,    5.282,  -1.5531e-01
  1426,    5.391,   15.147,    6.186,  -1.5517e-01
  1716,   11.757,    7.419,    5.227,  -1.5507e-01
  1522,    8.245,   14.529,    5.397,  -1.5501e-01
  1701,   11.279,    6.978,    5.193,  -1.5491e-01
  1364,   15.521,    7.333,    5.736,  -1.5481e-01
  1421,    7.777,   15.041,    5.560,  -1.5479e-01
  1715,    7.561,   12.437,    5.297,  -1.5477e-01
  1516,    5.479,   11.237,    5.280,  -1.5463e-01
  1414,   11.727,    4.973,    5.434,  -1.5461e-01
  1348,   13.164,    4.433,    5.881,  -1.5448e-01
  1349,   13.643,    4.413,    6.018,  -1.5443e-01
  1689,   13.036,    8.699,    5.197,  -1.5413e-01
  1576,   10.754,    5.986,    5.151,  -1.5409e-01
  1604,   10.763,    6.486,    5.134,  -1.5403e-01
  1367,   15.538,    5.874,    6.142,  -1.5388e-01
  1570,    5.987,   10.755,    5.152,  -1.5380e-01
  1682,    8.144,   12.977,    5.276,  -1.5346e-01
  1408,    4.979,   11.713,    5.430,  -1.5344e-01
  1649,    6.493,   10.768,    5.135,  -1.5343e-01
  1344,    4.471,   13.637,    6.005,  -1.5338e-01
  1662,    7.006,   11.305,    5.195,  -1.5325e-01
  1329,   12.681,    4.452,    5.744,  -1.5320e-01
  1343,    4.476,   13.151,    5.870,  -1.5312e-01
  1350,   14.116,    4.399,    6.153,  -1.5289e-01
  1586,   14.018,    9.248,    5.151,  -1.5286e-01
  1591,    8.727,   14.012,    5.255,  -1.5261e-01
  1702,   10.776,    6.995,    5.117,  -1.5259e-01
  1363,   15.520,    7.816,    5.603,  -1.5256e-01
  1772,   11.983,    8.004,    5.198,  -1.5253e-01
  1438,   15.075,    4.875,    6.301,  -1.5238e-01
  1509,   10.747,    5.486,    5.168,  -1.5235e-01
  1717,   11.317,    7.495,    5.165,  -1.5229e-01
  1619,   13.519,    9.234,    5.135,  -1.5227e-01
  1338,    6.357,   15.585,    6.017,  -1.5225e-01
  1733,    7.542,   11.878,    5.231,  -1.5224e-01
  1337,    6.836,   15.566,    5.881,  -1.5221e-01
  1515,    5.486,   10.745,    5.168,  -1.5219e-01
  1345,    4.461,   14.123,    6.142,  -1.5200e-01
  1446,   15.015,    8.775,    5.307,  -1.5200e-01
  1605,   10.258,    6.493,    5.045,  -1.5199e-01
  1569,    5.990,   10.253,    5.051,  -1.5193e-01
  1650,    6.494,   10.258,    5.045,  -1.5193e-01
  1638,    8.704,   13.497,    5.227,  -1.5188e-01
  1575,   10.252,    5.991,    5.051,  -1.5172e-01
  1328,    4.477,   12.667,    5.736,  -1.5161e-01
  1503,   14.515,    9.257,    5.168,  -1.5159e-01
  1663,    7.008,   10.783,    5.117,  -1.5158e-01
  1523,    8.748,   14.518,    5.283,  -1.5152e-01
  1420,    8.272,   15.027,    5.434,  -1.5151e-01
  1413,   11.232,    4.982,    5.309,  -1.5139e-01
  1750,   12.511,    8.654,    5.169,  -1.5134e-01
  1735,    8.116,   12.437,    5.230,  -1.5098e-01
  1703,   10.266,    7.003,    5.040,  -1.5093e-01
  1327,   12.194,    4.466,    5.607,  -1.5086e-01
  1651,    6.492,    9.749,    4.956,  -1.5082e-01
  1336,    7.319,   15.548,    5.744,  -1.5079e-01
  1339,    5.883,   15.598,    6.152,  -1.5078e-01
  1407,    4.983,   11.226,    5.308,  -1.5067e-01
  1664,    7.005,   10.265,    5.040,  -1.5052e-01
  1427,    4.922,   15.120,    6.300,  -1.5051e-01
  1606,    9.754,    6.500,    4.957,  -1.5042e-01
  1368,   15.549,    5.391,    6.279,  -1.5036e-01
  1568,    5.991,    9.750,    4.950,  -1.5034e-01
  1690,   13.011,    9.216,    5.118,  -1.5034e-01
  1718,   10.794,    7.516,    5.099,  -1.5013e-01
  1732,    7.540,   11.330,    5.164,  -1.5013e-01
  1514,    5.489,   10.249,    5.056,  -1.5000e-01
  1681,    8.680,   12.973,    5.196,  -1.4996e-01
  1665,    6.998,    9.748,    4.962,  -1.4995e-01
  1704,    9.759,    7.008,    4.964,  -1.4988e-01
  1652,    6.488,    9.243,    4.867,  -1.4987e-01
  1351,   14.587,    4.398,    6.285,  -1.4977e-01
  1574,    9.751,    5.995,    4.950,  -1.4972e-01
  1508,   10.249,    5.491,    5.056,  -1.4970e-01
  1666,    6.988,    9.236,    4.885,  -1.4963e-01
  1592,    9.237,   14.007,    5.153,  -1.4942e-01
  1362,   15.517,    8.299,    5.469,  -1.4939e-01
  1321,    4.479,   12.184,    5.603,  -1.4928e-01
  1667,    6.977,    8.729,    4.808,  -1.4924e-01
  1705,    9.258,    7.016,    4.889,  -1.4922e-01
  1587,   14.014,    9.748,    5.051,  -1.4917e-01
  1607,    9.252,    6.508,    4.869,  -1.4917e-01
  1773,   11.354,    8.039,    5.133,  -1.4897e-01
  1719,   10.274,    7.521,    5.034,  -1.4888e-01
  1561,    5.990,    9.248,    4.849,  -1.4886e-01
  1727,    7.473,    8.707,    4.837,  -1.4886e-01
  1653,    6.485,    8.740,    4.779,  -1.4881e-01
  1637,    9.224,   13.495,    5.136,  -1.4879e-01
  1726,    7.441,    8.210,    4.771,  -1.4878e-01
  1731,    7.534,   10.798,    5.098,  -1.4878e-01
  1620,   13.512,    9.743,    5.045,  -1.4877e-01
  1346,    4.449,   14.604,    6.278,  -1.4868e-01
  1706,    8.764,    7.035,    4.817,  -1.4866e-01
  1788,    7.913,    8.129,    4.805,  -1.4864e-01
  1754,    8.096,   11.892,    5.180,  -1.4855e-01
  1722,    8.784,    7.534,    4.850,  -1.4854e-01
  1723,    8.308,    7.573,    4.795,  -1.4853e-01
  1728,    7.497,    9.226,    4.903,  -1.4853e-01
  1668,    6.965,    8.234,    4.732,  -1.4845e-01
  1721,    9.266,    7.520,    4.909,  -1.4843e-01
  1720,    9.763,    7.520,    4.971,  -1.4842e-01
  1724,    7.830,    7.645,    4.745,  -1.4832e-01
  1779,    8.361,    8.051,    4.840,  -1.4832e-01
  1335,    7.806,   15.534,    5.607,  -1.4827e-01
  1412,   10.739,    4.988,    5.185,  -1.4826e-01
  1524,    9.249,   14.512,    5.169,  -1.4821e-01
  1769,   11.956,    8.620,    5.135,  -1.4819e-01
  1729,    7.510,    9.749,    4.969,  -1.4818e-01
  1730,    7.523,   10.271,    5.034,  -1.4817e-01
  1725,    7.431,    7.770,    4.713,  -1.4811e-01
  1513,    5.491,    9.751,    4.944,  -1.4804e-01
  1406,    4.987,   10.737,    5.185,  -1.4803e-01
  1419,    8.766,   15.018,    5.309,  -1.4800e-01
  1564,    9.250,    6.002,    4.850,  -1.4799e-01
  1608,    8.751,    6.524,    4.783,  -1.4799e-01
  1707,    8.268,    7.071,    4.746,  -1.4799e-01
  1787,    8.016,    8.666,    4.868,  -1.4795e-01
  1445,   15.012,    9.264,    5.184,  -1.4792e-01
  1326,   11.706,    4.477,    5.471,  -1.4785e-01
  1778,    8.806,    8.006,    4.881,  -1.4779e-01
  1340,    5.410,   15.598,    6.285,  -1.4772e-01
  1504,   14.512,    9.752,    5.056,  -1.4771e-01
  1749,   12.486,    9.195,    5.100,  -1.4758e-01
  1800,    8.452,    8.409,    4.877,  -1.4758e-01
  1736,    8.660,   12.440,    5.163,  -1.4750e-01
  1507,    9.751,    5.494,    4.944,  -1.4738e-01
  1654,    6.486,    8.246,    4.692,  -1.4737e-01
  1560,    5.991,    8.748,    4.749,  -1.4723e-01
  1669,    6.938,    7.805,    4.664,  -1.4719e-01
  1708,    7.765,    7.131,    4.679,  -1.4707e-01
  1691,   13.002,    9.737,    5.040,  -1.4704e-01
  1777,    9.265,    8.016,    4.927,  -1.4701e-01
  1774,   10.813,    8.053,    5.079,  -1.4700e-01
  1680,    9.211,   12.975,    5.117,  -1.4696e-01
  1786,    8.011,    9.230,    4.923,  -1.4687e-01
  1593,    9.745,   14.007,    5.051,  -1.4668e-01
  1609,    8.244,    6.551,    4.697,  -1.4665e-01
  1782,    8.082,   11.348,    5.129,  -1.4663e-01
  1799,    8.804,    8.450,    4.907,  -1.4662e-01
  1320,    4.482,   11.701,    5.469,  -1.4650e-01
  1776,    9.758,    8.036,    4.976,  -1.4630e-01
  1563,    8.747,    6.012,    4.750,  -1.4629e-01
  1807,    8.515,    8.823,    4.913,  -1.4627e-01
  1636,    9.741,   13.498,    5.045,  -1.4625e-01
  1775,   10.278,    8.051,    5.027,  -1.4616e-01
  1502,    5.492,    9.254,    4.832,  -1.4615e-01
  1588,   14.013,   10.250,    4.950,  -1.4587e-01
  1785,    8.030,    9.744,    4.975,  -1.4586e-01
  1621,   13.511,   10.252,    4.956,  -1.4579e-01
  1813,    8.761,    8.741,    4.922,  -1.4577e-01
  1709,    7.170,    7.240,    4.609,  -1.4569e-01
  1405,    4.990,   10.246,    5.061,  -1.4563e-01
  1272,   16.031,    6.872,    5.943,  -1.4560e-01
  1361,   15.514,    8.784,    5.335,  -1.4554e-01
  1783,    8.069,   10.808,    5.078,  -1.4552e-01
  1789,   11.387,    8.603,    5.097,  -1.4543e-01
  1411,   10.246,    4.991,    5.062,  -1.4542e-01
  1655,    6.521,    7.740,    4.607,  -1.4542e-01
  1499,    9.253,    5.497,    4.832,  -1.4530e-01
  1784,    8.052,   10.272,    5.027,  -1.4529e-01
  1525,    9.749,   14.510,    5.057,  -1.4528e-01
  1798,    9.234,    8.499,    4.942,  -1.4523e-01
  1559,    5.999,    8.245,    4.649,  -1.4519e-01
  1755,    8.643,   11.901,    5.129,  -1.4510e-01
  1334,    8.294,   15.523,    5.471,  -1.4506e-01
  1369,   15.551,    4.912,    6.412,  -1.4503e-01
  1806,    8.507,    9.210,    4.941,  -1.4502e-01
  1273,   16.037,    6.392,    6.089,  -1.4495e-01
  1610,    7.717,    6.592,    4.611,  -1.4493e-01
  1271,   16.026,    7.353,    5.798,  -1.4486e-01
  1352,   15.061,    4.410,    6.415,  -1.4480e-01
  1768,   11.944,    9.178,    5.080,  -1.4462e-01
  1418,    9.260,   15.012,    5.185,  -1.4459e-01
  1679,    9.738,   12.980,    5.039,  -1.4459e-01
  1737,    9.198,   12.446,    5.098,  -1.4457e-01
  1325,   11.218,    4.484,    5.336,  -1.4455e-01
  1748,   12.478,    9.732,    5.033,  -1.4451e-01
  1594,   10.249,   14.010,    4.950,  -1.4444e-01
  1692,   13.001,   10.257,    4.962,  -1.4440e-01
  1562,    8.238,    6.028,    4.650,  -1.4439e-01
  1635,   10.255,   13.504,    4.955,  -1.4430e-01
  1505,   14.512,   10.249,    4.944,  -1.4412e-01
  1222,   13.130,    3.950,    5.947,  -1.4411e-01
  1501,    5.493,    8.756,    4.720,  -1.4406e-01
  1223,   13.607,    3.937,    6.094,  -1.4387e-01
  1444,   15.010,    9.754,    5.061,  -1.4387e-01
  1793,    9.729,    8.565,    4.981,  -1.4376e-01
  1791,   10.825,    8.602,    5.058,  -1.4364e-01
  1319,    4.486,   11.216,    5.335,  -1.4360e-01
  1404,    4.992,    9.753,    4.938,  -1.4342e-01
  1822,    9.063,    9.053,    4.956,  -1.4342e-01
  1622,   13.516,   10.761,    4.866,  -1.4337e-01
  1347,    4.445,   15.080,    6.411,  -1.4333e-01
  1805,    8.564,    9.719,    4.980,  -1.4332e-01
  1498,    8.753,    5.502,    4.720,  -1.4325e-01
  1809,    8.629,   11.358,    5.093,  -1.4324e-01
  1792,   10.275,    8.593,    5.019,  -1.4311e-01
  1589,   14.016,   10.753,    4.849,  -1.4302e-01
  1214,   12.650,    3.962,    5.800,  -1.4300e-01
  1410,    9.753,    4.993,    4.938,  -1.4291e-01
  1678,   10.263,   12.989,    4.961,  -1.4289e-01
  1274,   16.043,    5.911,    6.236,  -1.4286e-01
  1270,   16.021,    7.833,    5.652,  -1.4285e-01
  1634,   10.765,   13.515,    4.865,  -1.4285e-01
  1341,    4.935,   15.583,    6.414,  -1.4282e-01
  1526,   10.246,   14.511,    4.944,  -1.4276e-01
  1656,    6.562,    7.210,    4.520,  -1.4274e-01
  1216,    3.962,   13.606,    6.089,  -1.4270e-01
  1215,    3.968,   13.126,    5.943,  -1.4262e-01
  1558,   10.751,   14.016,    4.849,  -1.4261e-01
  1553,    6.014,    7.736,    4.549,  -1.4254e-01
  1611,    7.166,    6.625,    4.522,  -1.4252e-01
  1693,   13.008,   10.774,    4.884,  -1.4245e-01
  1738,    9.735,   12.454,    5.032,  -1.4232e-01
  1804,    8.594,   10.270,    5.019,  -1.4228e-01
  1803,    8.613,   10.815,    5.056,  -1.4226e-01
  1747,   12.479,   10.264,    4.967,  -1.4222e-01
  1756,    9.188,   11.910,    5.078,  -1.4220e-01
  1224,   14.083,    3.928,    6.240,  -1.4216e-01
  1790,   11.389,    9.168,    5.058,  -1.4210e-01
  1555,    7.716,    6.047,    4.549,  -1.4200e-01
  1255,    6.870,   16.050,    5.947,  -1.4193e-01
  1677,   10.786,   13.005,    4.882,  -1.4181e-01
  1767,   11.940,    9.728,    5.026,  -1.4180e-01
  1256,    6.392,   16.061,    6.093,  -1.4174e-01
  1633,   11.267,   13.533,    4.776,  -1.4171e-01
  1500,    5.497,    8.255,    4.607,  -1.4152e-01
  1333,    8.781,   15.516,    5.336,  -1.4151e-01
  1417,    9.753,   15.010,    5.062,  -1.4148e-01
  1623,   13.522,   11.268,    4.777,  -1.4143e-01
  1360,   15.511,    9.270,    5.201,  -1.4135e-01
  1324,   10.731,    4.489,    5.201,  -1.4131e-01
  1400,    4.992,    9.261,    4.815,  -1.4125e-01
  1213,    3.973,   12.646,    5.798,  -1.4124e-01
  1217,    3.955,   14.085,    6.235,  -1.4118e-01
  1676,   11.302,   13.033,    4.803,  -1.4116e-01
  1694,   13.025,   11.279,    4.807,  -1.4112e-01
  1817,    9.706,    9.121,    4.987,  -1.4110e-01
  1557,   11.246,   14.025,    4.749,  -1.4099e-01
  1497,    8.248,    5.508,    4.606,  -1.4094e-01
  1506,   14.515,   10.746,    4.832,  -1.4092e-01
  1318,    4.489,   10.730,    5.201,  -1.4082e-01
  1739,   10.272,   12.464,    4.966,  -1.4082e-01
  1823,    9.123,    9.701,    4.987,  -1.4081e-01
  1212,   12.169,    3.973,    5.654,  -1.4076e-01
  1254,    7.350,   16.038,    5.800,  -1.4074e-01
  1746,   12.488,   10.793,    4.901,  -1.4072e-01
  1403,    9.260,    4.994,    4.815,  -1.4064e-01
  1675,   11.802,   13.078,    4.723,  -1.4063e-01
  1632,   11.754,   13.556,    4.688,  -1.4059e-01
  1494,   10.742,   14.514,    4.833,  -1.4058e-01
  1821,   10.830,    9.158,    5.035,  -1.4054e-01
  1595,   14.022,   11.258,    4.747,  -1.4053e-01
  1808,    9.177,   11.367,    5.056,  -1.4036e-01
  1816,   10.270,    9.147,    5.011,  -1.4019e-01
  1695,   13.031,   11.786,    4.729,  -1.4015e-01
  1443,   15.010,   10.246,    4.938,  -1.4007e-01
  1257,    5.916,   16.069,    6.239,  -1.4005e-01
  1740,   10.809,   12.479,    4.900,  -1.4005e-01
  1757,    9.732,   11.918,    5.026,  -1.4002e-01
  1745,   12.509,   11.318,    4.835,  -1.3995e-01
  1742,   11.880,   12.585,    4.757,  -1.3994e-01
  1741,   11.350,   12.508,    4.831,  -1.3985e-01
  1766,   11.942,   10.272,    4.974,  -1.3982e-01
  1674,   12.271,   13.146,    4.643,  -1.3979e-01
  1744,   12.585,   11.758,    4.773,  -1.3978e-01
  1624,   13.525,   11.779,    4.686,  -1.3975e-01
  1743,   12.376,   12.690,    4.681,  -1.3973e-01
  1269,   16.017,    8.314,    5.507,  -1.3972e-01
  1713,   12.544,   12.287,    4.709,  -1.3962e-01
  1824,    9.147,   10.265,    5.011,  -1.3954e-01
  1794,   11.390,    9.724,    5.019,  -1.3949e-01
  1830,    9.164,   10.817,    5.034,  -1.3940e-01
  1275,   16.046,    5.430,    6.382,  -1.3933e-01
  1696,   13.006,   12.296,    4.655,  -1.3931e-01
  1556,   11.730,   14.034,    4.651,  -1.3930e-01
  1657,    6.603,    6.654,    4.432,  -1.3922e-01
  1631,   12.208,   13.577,    4.605,  -1.3919e-01
  1552,    6.035,    7.214,    4.448,  -1.3913e-01
  1763,   12.000,   11.983,    4.802,  -1.3905e-01
  1225,   14.558,    3.926,    6.384,  -1.3895e-01
  1206,    3.978,   12.166,    5.652,  -1.3890e-01
  1399,    4.992,    8.767,    4.691,  -1.3886e-01
  1554,    7.178,    6.065,    4.445,  -1.3886e-01
  1833,    9.695,    9.692,    4.995,  -1.3886e-01
  1673,   12.585,   13.224,    4.583,  -1.3875e-01
  1765,   11.949,   10.814,    4.921,  -1.3874e-01
  1416,   10.245,   15.010,    4.939,  -1.3873e-01
  1758,   10.279,   11.927,    4.973,  -1.3867e-01
  1493,   11.233,   14.518,    4.721,  -1.3854e-01
  1764,   11.966,   11.356,    4.867,  -1.3851e-01
  1402,    8.764,    4.994,    4.691,  -1.3840e-01
  1253,    7.831,   16.027,    5.654,  -1.3839e-01
  1760,   11.386,   11.954,    4.865,  -1.3837e-01
  1323,   10.243,    4.492,    5.067,  -1.3834e-01
  1489,    5.504,    7.750,    4.494,  -1.3832e-01
  1317,    4.492,   10.243,    5.067,  -1.3829e-01
  1697,   12.916,   12.920,    4.574,  -1.3827e-01
  1810,    9.727,   11.374,    5.019,  -1.3822e-01
  1596,   14.029,   11.766,    4.644,  -1.3821e-01
  1759,   10.828,   11.938,    4.920,  -1.3816e-01
  1487,    7.734,    5.515,    4.492,  -1.3809e-01
  1820,   10.831,    9.717,    5.012,  -1.3809e-01
  1625,   13.520,   12.308,    4.594,  -1.3804e-01
  1527,   14.521,   11.246,    4.718,  -1.3800e-01
  1332,    9.269,   15.511,    5.201,  -1.3799e-01
  1218,    3.951,   14.564,    6.380,  -1.3790e-01
  1838,   10.268,    9.705,    5.004,  -1.3786e-01
  1795,   11.392,   10.276,    4.981,  -1.3779e-01
  1211,   11.687,    3.981,    5.508,  -1.3774e-01
  1630,   12.638,   13.544,    4.533,  -1.3751e-01
  1353,   15.541,    4.433,    6.542,  -1.3750e-01
  1836,    9.708,   10.263,    5.004,  -1.3750e-01
  1797,   11.401,   11.388,    4.903,  -1.3731e-01
  1829,    9.719,   10.822,    5.011,  -1.3731e-01
  1551,   12.202,   14.032,    4.556,  -1.3728e-01
  1359,   15.509,    9.756,    5.067,  -1.3716e-01
  1796,   11.397,   10.827,    4.942,  -1.3706e-01
  1811,   10.281,   11.381,    4.981,  -1.3700e-01
  1258,    5.439,   16.069,    6.384,  -1.3684e-01
  1812,   10.836,   11.386,    4.942,  -1.3672e-01
  1442,   15.013,   10.739,    4.815,  -1.3660e-01
  1819,   10.834,   10.275,    4.989,  -1.3658e-01
  1835,   10.271,   10.268,    4.996,  -1.3646e-01
  1492,   11.719,   14.520,    4.611,  -1.3634e-01
  1397,   10.735,   15.011,    4.816,  -1.3629e-01
  1828,   10.277,   10.827,    4.989,  -1.3619e-01
  1827,   10.837,   10.830,    4.965,  -1.3613e-01
  1205,    3.983,   11.686,    5.507,  -1.3602e-01
  1316,    4.492,    9.756,    4.933,  -1.3598e-01
  1398,    4.992,    8.272,    4.567,  -1.3597e-01
  1401,    8.266,    4.994,    4.566,  -1.3590e-01
  1268,   16.012,    8.795,    5.362,  -1.3584e-01
  1626,   13.542,   12.847,    4.496,  -1.3578e-01
  1322,    9.756,    4.492,    4.933,  -1.3576e-01
  1597,   14.041,   12.281,    4.539,  -1.3573e-01
  1342,    4.452,   15.557,    6.541,  -1.3560e-01
  1629,   13.092,   13.477,    4.463,  -1.3530e-01
  1252,    8.313,   16.019,    5.508,  -1.3520e-01
  1528,   14.530,   11.747,    4.604,  -1.3518e-01
  1541,    6.049,    6.678,    4.344,  -1.3478e-01
  1331,    9.756,   15.509,    5.067,  -1.3474e-01
  1550,   12.669,   14.013,    4.464,  -1.3473e-01
  1543,    6.617,    6.080,    4.337,  -1.3458e-01
  1210,   11.205,    3.987,    5.362,  -1.3435e-01
  1486,    7.207,    5.519,    4.374,  -1.3434e-01
  1488,    5.511,    7.239,    4.380,  -1.3426e-01
  1276,   16.044,    4.948,    6.527,  -1.3418e-01
  1226,   15.036,    3.933,    6.528,  -1.3408e-01
  1396,   11.224,   15.014,    4.693,  -1.3392e-01
  1312,    4.492,    9.268,    4.798,  -1.3371e-01
  1485,   12.201,   14.517,    4.503,  -1.3369e-01
  1315,    9.268,    4.492,    4.798,  -1.3348e-01
  1441,   15.019,   11.232,    4.691,  -1.3341e-01
  1358,   15.509,   10.243,    4.933,  -1.3321e-01
  1204,    3.987,   11.205,    5.362,  -1.3299e-01
  1391,    7.762,    4.993,    4.440,  -1.3279e-01
  1219,    3.952,   15.042,    6.525,  -1.3272e-01
  1548,   14.063,   12.799,    4.431,  -1.3266e-01
  1627,   13.583,   13.385,    4.394,  -1.3245e-01
  1389,    4.994,    7.774,    4.443,  -1.3235e-01
  1529,   14.545,   12.251,    4.489,  -1.3211e-01
  1259,    4.959,   16.059,    6.527,  -1.3197e-01
  1330,   10.243,   15.508,    4.933,  -1.3188e-01
  1128,   16.532,    6.901,    6.012,  -1.3185e-01
  1251,    8.795,   16.013,    5.362,  -1.3160e-01
  1129,   16.526,    7.377,    5.856,  -1.3153e-01
  1549,   13.146,   13.973,    4.375,  -1.3152e-01
  1267,   16.009,    9.277,    5.217,  -1.3151e-01
  1395,   11.710,   15.016,    4.571,  -1.3133e-01
  1314,    8.779,    4.490,    4.663,  -1.3128e-01
  1311,    4.490,    8.780,    4.664,  -1.3120e-01
  1209,   10.723,    3.991,    5.217,  -1.3100e-01
  1127,   16.538,    6.425,    6.169,  -1.3071e-01
  1484,   12.681,   14.506,    4.396,  -1.3038e-01
